area,year,f1units,f1change,f1value,f1valchange,f24units,f24change,f24value,f24valchange,f5units,f5change,f5value,f5valchange
"Ann Arbor, MI",2004,1994,-7.4,184500,12.8,50,25,122800,9.2,664,98.8,67600,-5.3
"Ann Arbor, MI",2005,1441,-27.7,185700,0.7,8,-84,77300,-37.1,227,-65.8,72800,7.7
"Ann Arbor, MI",2006,627,-56.5,198400,6.8,16,100,62700,-18.9,132,-41.9,72900,0.1
"Ann Arbor, MI",2007,490,-21.9,184500,-7,10,-37.5,86800,38.4,65,-50.8,65000,-10.8
"Ann Arbor, MI",2008,278,-43.3,190700,3.4,4,-60,150000,72.8,65,0,67200,3.4
"Ann Arbor, MI",2009,210,-24.5,194000,1.7,2,-50,49200,-67.2,41,-36.9,75700,12.6
"Ann Arbor, MI",2010,317,51,168400,-13.2,6,200,132200,168.7,45,9.8,60400,-20.2
"Ann Arbor, MI",2011,200,-36.9,240600,42.9,4,-33.3,100000,-24.4,273,506.7,62300,3.1
"Ann Arbor, MI",2012,262,31,223400,-7.1,2,-50,200000,100,12,-95.6,57200,-8.2
"Ann Arbor, MI",2013,394,50.4,253100,13.3,8,300,163600,-18.2,356,2866.7,92000,60.8
"Ann Arbor, MI",2014,385,-2.3,259400,2.5,2,-75,240000,46.7,183,-48.6,95400,3.7
"Ann Arbor, MI",2015,390,1.3,263600,1.6,0,-100,0,-100,30,-83.6,65800,-31
"Ann Arbor, MI",2016,438,12.3,261700,-0.7,0,0,0,0,0,-100,0,-100
"Ann Arbor, MI",2017,583,33.1,262600,0.3,52,0,182900,0,22,0,107300,0
"Anniston-Oxford-Jacksonville, AL",1999,180,null,91500,null,32,null,34400,null,210,null,55100,null
"Anniston-Oxford-Jacksonville, AL",2000,252,40,160400,75.3,39,21.9,30800,-10.5,45,-78.6,45000,-18.3
"Anniston-Oxford-Jacksonville, AL",2001,243,-3.6,140300,-12.5,0,-100,0,-100,16,-64.4,45800,1.8
"Anniston-Oxford-Jacksonville, AL",2002,215,-11.5,111100,-20.8,2,0,5000,0,16,0,57200,24.9
"Anniston-Oxford-Jacksonville, AL",2003,163,-24.2,121500,9.4,0,-100,0,-100,0,-100,0,-100
"Anniston-Oxford-Jacksonville, AL",2004,204,25.2,123600,1.7,2,0,40000,0,16,0,25000,0
"Anniston-Oxford-Jacksonville, AL",2005,258,26.5,117400,-5,8,300,22500,-43.8,0,-100,0,-100
"Anniston-Oxford-Jacksonville, AL",2006,232,-10.1,138500,18,38,375,28000,24.4,7,0,25700,0
"Anniston-Oxford-Jacksonville, AL",2007,264,13.8,126500,-8.7,2,-94.7,37500,33.9,206,2842.9,36400,41.6
"Anniston-Oxford-Jacksonville, AL",2008,183,-30.7,138900,9.8,8,300,29400,-21.6,6,-97.1,25000,-31.3
"Anniston-Oxford-Jacksonville, AL",2009,139,-24,130600,-6,9,12.5,69600,136.7,46,666.7,70600,182.4
"Anniston-Oxford-Jacksonville, AL",2010,99,-28.8,149800,14.7,3,-66.7,144000,106.9,5,-89.1,139200,97.2
"Anniston-Oxford-Jacksonville, AL",2011,73,-26.3,141000,-5.9,4,33.3,82900,-42.4,6,20,40000,-71.3
"Anniston-Oxford-Jacksonville, AL",2012,71,-2.7,146100,3.6,0,-100,0,-100,0,-100,0,-100
"Anniston-Oxford-Jacksonville, AL",2013,59,-16.9,157600,7.9,0,0,0,0,0,0,0,0
"Anniston-Oxford-Jacksonville, AL",2014,102,72.9,138400,-12.2,0,0,0,0,12,0,33300,0
"Anniston-Oxford-Jacksonville, AL",2015,61,-40.2,149200,7.8,0,0,0,0,0,-100,0,-100
"Anniston-Oxford-Jacksonville, AL",2016,62,1.6,136000,-8.8,8,0,96800,0,7,0,52900,0
"Anniston-Oxford-Jacksonville, AL",2017,69,11.3,144100,6,0,-100,0,-100,0,-100,0,-100
"Appleton, WI",1999,1188,null,144900,null,181,null,76500,null,413,null,35200,null
"Appleton, WI",2000,1234,3.9,150600,3.9,206,13.8,78900,3.1,436,5.6,40000,13.6
"Appleton, WI",2001,1295,4.9,154000,2.3,145,-29.6,83400,5.7,730,67.4,47200,18
"Appleton, WI",2002,1442,11.4,155500,1,128,-11.7,89200,7,595,-18.5,45800,-3
"Appleton, WI",2003,1484,2.9,160400,3.2,81,-36.7,97200,9,183,-69.2,48400,5.7
"Appleton, WI",2004,1325,-10.7,174500,8.8,140,72.8,92800,-4.5,63,-65.6,43000,-11.2
"Appleton, WI",2005,1130,-14.7,198000,13.5,93,-33.6,103100,11.1,243,285.7,42200,-1.9
"Appleton, WI",2006,807,-28.6,193900,-2.1,108,16.1,86200,-16.4,50,-79.4,42800,1.4
"Appleton, WI",2007,673,-16.6,206600,6.5,49,-54.6,105900,22.9,78,56,58800,37.4
"Appleton, WI",2008,488,-27.5,213400,3.3,54,10.2,121400,14.6,152,94.9,48800,-17
"Appleton, WI",2009,421,-13.7,188400,-11.7,64,18.5,111300,-8.3,32,-78.9,46900,-3.9
"Appleton, WI",2010,413,-1.9,202600,7.5,36,-43.8,114700,3.1,138,331.2,61000,30.1
"Appleton, WI",2011,298,-27.8,220100,8.6,38,5.6,129400,12.8,312,126.1,53100,-13
"Appleton, WI",2012,375,25.8,205900,-6.5,64,68.4,106800,-17.5,394,26.3,39300,-26
"Appleton, WI",2013,517,37.9,221400,7.5,56,-12.5,108100,1.2,257,-34.8,60400,53.7
"Appleton, WI",2014,513,-0.8,230000,3.9,76,35.7,106600,-1.4,346,34.6,64500,6.8
"Appleton, WI",2015,568,10.7,234900,2.1,60,-21.1,105700,-0.8,491,41.9,66200,2.6
"Appleton, WI",2016,549,-3.3,250000,6.4,48,-20,113200,7.1,146,-70.3,103500,56.3
"Appleton, WI",2017,616,12.2,252200,0.9,68,41.7,132900,17.4,246,68.5,71900,-30.5
"Asheville, NC",1999,2375,null,140700,null,179,null,62100,null,191,null,55600,null
"Asheville, NC",2000,2197,-7.5,150800,7.2,92,-48.6,82500,32.9,294,53.9,38700,-30.4
"Asheville, NC",2001,2401,9.3,152900,1.4,196,113,55000,-33.3,1144,289.1,45400,17.3
"Asheville, NC",2002,2726,13.5,162700,6.4,390,99,63800,16,652,-43,32800,-27.8
"Asheville, NC",2003,2859,4.9,159600,-1.9,164,-57.9,84200,32,246,-62.3,209600,539
"Asheville, NC",2004,3138,9.8,179400,12.4,208,26.8,84700,0.6,408,65.9,59500,-71.6
"Asheville, NC",2005,3446,9.8,200300,11.6,141,-32.2,70200,-17.1,652,59.8,50300,-15.5
"Asheville, NC",2006,3750,8.8,213700,6.7,156,10.6,99400,41.6,404,-38,74700,48.5
"Asheville, NC",2007,3324,-11.4,213600,0,127,-18.6,93000,-6.4,197,-51.2,91100,22
"Asheville, NC",2008,1742,-47.6,230700,8,36,-71.7,119000,28,794,303,74200,-18.6
"Asheville, NC",2009,1171,-32.8,215500,-6.6,10,-72.2,166500,39.9,284,-64.2,47700,-35.7
"Asheville, NC",2010,1045,-10.8,214200,-0.6,15,50,142200,-14.6,978,244.4,54000,13.2
"Asheville, NC",2011,932,-10.8,214100,0,13,-13.3,217800,53.2,56,-94.3,51200,-5.2
"Asheville, NC",2012,1264,35.6,177800,-17,6,-53.8,84100,-61.4,0,-100,0,-100
"Asheville, NC",2013,1332,5.4,229900,29.3,0,-100,0,-100,192,0,58200,0
"Asheville, NC",2014,1408,5.7,264800,15.2,8,0,110000,0,416,116.7,87500,50.3
"Asheville, NC",2015,1794,27.4,249900,-5.6,0,-100,0,-100,367,-11.8,98600,12.7
"Asheville, NC",2016,1919,7,256600,2.7,10,0,68200,0,1274,247.1,63600,-35.5
"Asheville, NC",2017,2103,9.6,273400,6.5,10,0,59700,-12.5,658,-48.4,70600,11
"Athens-Clarke County, GA",1999,897,null,115600,null,87,null,45500,null,523,null,40400,null
"Athens-Clarke County, GA",2000,931,3.8,120400,4.2,126,44.8,45500,0,301,-42.4,60500,49.8
"Athens-Clarke County, GA",2001,959,3,134600,11.8,99,-21.4,46500,2.2,369,22.6,53500,-11.6
"Athens-Clarke County, GA",2002,1411,47.1,134200,-0.3,94,-5.1,60200,29.5,851,130.6,46100,-13.8
"Athens-Clarke County, GA",2003,1602,13.5,137900,2.8,22,-76.6,58400,-3,523,-38.5,49100,6.5
"Athens-Clarke County, GA",2004,1958,22.2,134000,-2.8,37,68.2,55700,-4.6,118,-77.4,40400,-17.7
"Athens-Clarke County, GA",2005,1708,-12.8,144000,7.5,113,205.4,76200,36.8,164,39,70400,74.3
"Athens-Clarke County, GA",2006,1411,-17.4,176100,22.3,8,-92.9,35000,-54.1,472,187.8,46100,-34.5
"Athens-Clarke County, GA",2007,1164,-17.5,175400,-0.4,26,225,85400,144,501,6.1,54200,17.6
"Athens-Clarke County, GA",2008,530,-54.5,184200,5,12,-53.8,150000,75.6,49,-90.2,97600,80.1
"Athens-Clarke County, GA",2009,277,-47.7,185500,0.7,20,66.7,89100,-40.6,0,-100,0,-100
"Athens-Clarke County, GA",2010,226,-18.4,199700,7.7,0,-100,0,-100,0,0,0,0
"Athens-Clarke County, GA",2011,240,6.2,183600,-8.1,2,0,135300,0,85,0,87000,0
"Athens-Clarke County, GA",2012,447,86.2,187200,2,34,1600,132400,-2.1,138,62.4,120700,38.7
"Athens-Clarke County, GA",2013,698,56.2,194000,3.6,20,-41.2,119600,-9.7,361,161.6,127300,5.5
"Athens-Clarke County, GA",2014,502,-28.1,230800,19,6,-70,110000,-8,422,16.9,68300,-46.3
"Athens-Clarke County, GA",2015,562,12,223700,-3.1,6,0,130000,18.2,591,40,96300,41
"Athens-Clarke County, GA",2016,523,-6.9,226900,1.4,30,400,149900,15.3,31,-94.8,76400,-20.7
"Athens-Clarke County, GA",2017,581,11.1,225800,-0.5,14,-53.3,158700,5.9,176,467.7,97200,27.2
"Atlanta-Sandy Springs-Roswell, GA",1999,49783,null,112700,null,669,null,52200,null,12156,null,52200,null
"Atlanta-Sandy Springs-Roswell, GA",2000,48223,-3.1,110100,-2.3,685,2.4,48700,-6.7,16859,38.7,52900,1.3
"Atlanta-Sandy Springs-Roswell, GA",2001,50096,3.9,116400,5.7,499,-27.2,61500,26.3,16406,-2.7,58800,11.2
"Atlanta-Sandy Springs-Roswell, GA",2002,52056,3.9,117500,0.9,496,-0.6,126700,106,15984,-2.6,56200,-4.4
"Atlanta-Sandy Springs-Roswell, GA",2003,55207,6.1,121200,3.1,524,5.6,106600,-15.9,10880,-31.9,58400,3.9
"Atlanta-Sandy Springs-Roswell, GA",2004,57527,4.2,130300,7.5,585,11.6,121400,13.9,16144,48.4,66900,14.6
"Atlanta-Sandy Springs-Roswell, GA",2005,61837,7.5,136000,4.4,304,-48,89700,-26.1,11003,-31.8,77200,15.4
"Atlanta-Sandy Springs-Roswell, GA",2006,54156,-12.4,148800,9.4,710,133.6,90900,1.3,13629,23.9,88900,15.2
"Atlanta-Sandy Springs-Roswell, GA",2007,31262,-42.3,163500,9.9,669,-5.8,116000,27.6,13012,-4.5,94600,6.4
"Atlanta-Sandy Springs-Roswell, GA",2008,12057,-61.4,167700,2.6,219,-67.3,120800,4.1,7086,-45.5,96000,1.5
"Atlanta-Sandy Springs-Roswell, GA",2009,5455,-54.8,173500,3.5,118,-46.1,118900,-1.6,994,-86,106600,11
"Atlanta-Sandy Springs-Roswell, GA",2010,6417,17.6,182200,5,90,-23.7,232800,95.8,1101,10.8,85900,-19.4
"Atlanta-Sandy Springs-Roswell, GA",2011,6248,-2.6,191300,5,63,-30,182900,-21.4,2357,114.1,85700,-0.2
"Atlanta-Sandy Springs-Roswell, GA",2012,9182,47,194300,1.6,194,207.9,111500,-39,5019,112.9,103600,20.9
"Atlanta-Sandy Springs-Roswell, GA",2013,14864,61.9,188300,-3.1,207,6.7,176500,58.3,9266,84.6,95600,-7.7
"Atlanta-Sandy Springs-Roswell, GA",2014,16984,14.3,201600,7.1,257,24.2,165100,-6.5,9442,1.9,98000,2.5
"Atlanta-Sandy Springs-Roswell, GA",2015,19995,17.7,204400,1.4,197,-23.3,184300,11.6,10150,7.5,117700,20.1
"Atlanta-Sandy Springs-Roswell, GA",2016,23100,15.5,214300,4.8,150,-23.9,170300,-7.6,13107,29.1,113900,-3.2
"Atlanta-Sandy Springs-Roswell, GA",2017,24973,8.1,225300,5.1,157,4.7,218800,28.5,8702,-33.6,122800,7.8
"Atlantic City-Hammonton, NJ",1999,1239,null,77500,null,12,null,66100,null,150,null,35200,null
"Atlantic City-Hammonton, NJ",2000,1433,15.7,77300,-0.3,10,-16.7,131700,99.2,182,21.3,42400,20.5
"Atlantic City-Hammonton, NJ",2001,1583,10.5,79100,2.3,19,90,96700,-26.6,83,-54.4,57900,36.6
"Atlantic City-Hammonton, NJ",2002,1851,16.9,95500,20.7,23,21.1,86200,-10.9,146,75.9,42300,-26.9
"Atlantic City-Hammonton, NJ",2003,2058,11.2,116200,21.7,35,52.2,104500,21.2,192,31.5,34000,-19.6
"Atlantic City-Hammonton, NJ",2004,1970,-4.3,123900,6.6,71,102.9,108400,3.7,34,-82.3,80100,135.6
"Atlantic City-Hammonton, NJ",2005,1839,-6.6,123400,-0.4,43,-39.4,171900,58.6,120,252.9,16500,-79.4
"Atlantic City-Hammonton, NJ",2006,1536,-16.5,134600,9.1,63,46.5,135500,-21.2,294,145,31900,93.3
"Atlantic City-Hammonton, NJ",2007,1025,-33.3,151900,12.9,48,-23.8,155700,14.9,63,-78.6,44700,40.1
"Atlantic City-Hammonton, NJ",2008,690,-32.7,138600,-8.8,24,-50,90500,-41.9,80,27,85600,91.5
"Atlantic City-Hammonton, NJ",2009,486,-29.6,129700,-6.4,15,-37.5,32900,-63.6,11,-86.2,118600,38.6
"Atlantic City-Hammonton, NJ",2010,419,-13.8,144000,11,19,26.7,149100,353.2,74,572.7,219700,85.2
"Atlantic City-Hammonton, NJ",2011,337,-19.6,162700,13,10,-47.4,46200,-69,43,-41.9,219700,0
"Atlantic City-Hammonton, NJ",2012,372,10.4,176100,8.2,8,-20,135400,193.1,61,41.9,219700,0
"Atlantic City-Hammonton, NJ",2013,397,6.7,188500,7,14,75,86600,-36,73,19.7,212000,-3.5
"Atlantic City-Hammonton, NJ",2014,392,-1.3,201000,6.6,48,242.9,155800,79.9,282,286.3,139300,-34.3
"Atlantic City-Hammonton, NJ",2015,351,-10.5,167900,-16.5,6,-87.5,144900,-7,353,25.2,148500,6.6
"Atlantic City-Hammonton, NJ",2016,336,-4.3,217000,29.2,16,166.7,134100,-7.5,731,107.1,74100,-50.1
"Atlantic City-Hammonton, NJ",2017,304,-9.5,235000,8.3,2,-87.5,311800,132.5,784,7.3,105000,41.7
"Auburn-Opelika, AL",1999,343,null,137300,null,121,null,49800,null,93,null,62500,null
"Auburn-Opelika, AL",2000,330,-3.8,141500,3.1,150,24,54500,9.4,94,1.1,50200,-19.7
"Auburn-Opelika, AL",2001,365,10.6,132500,-6.4,57,-62,57700,5.9,541,475.5,49300,-1.8
"Auburn-Opelika, AL",2002,737,101.9,116700,-11.9,147,157.9,59100,2.4,756,39.7,52100,5.7
"Auburn-Opelika, AL",2003,973,32,119800,2.7,145,-1.4,64900,9.8,375,-50.4,53300,2.3
"Auburn-Opelika, AL",2004,1203,23.6,132400,10.5,82,-43.4,68600,5.7,215,-42.7,62700,17.6
"Auburn-Opelika, AL",2005,1413,17.5,146000,10.3,58,-29.3,72000,5,295,37.2,68700,9.6
"Auburn-Opelika, AL",2006,1687,19.4,155100,6.2,18,-69,67600,-6.1,499,69.2,72900,6.1
"Auburn-Opelika, AL",2007,1181,-30,170200,9.7,25,38.9,108000,59.8,297,-40.5,85800,17.7
"Auburn-Opelika, AL",2008,726,-38.5,190700,12,25,0,146800,35.9,546,83.8,87600,2.1
"Auburn-Opelika, AL",2009,650,-10.5,195900,2.7,12,-52,122300,-16.7,591,8.2,89900,2.6
"Auburn-Opelika, AL",2010,623,-4.2,197400,0.8,0,-100,0,-100,348,-41.1,79300,-11.8
"Auburn-Opelika, AL",2011,739,18.6,219900,11.4,2,0,72600,0,216,-37.9,134300,69.4
"Auburn-Opelika, AL",2012,650,-12,263400,19.8,0,-100,0,-100,56,-74.1,102200,-23.9
"Auburn-Opelika, AL",2013,676,4,288800,9.6,2,0,95000,0,48,-14.3,308000,201.4
"Auburn-Opelika, AL",2014,751,11.1,275200,-4.7,4,100,116300,22.4,188,291.7,161900,-47.4
"Auburn-Opelika, AL",2015,826,10,290500,5.6,12,200,61200,-47.4,0,-100,0,-100
"Auburn-Opelika, AL",2016,853,3.3,278300,-4.2,16,33.3,72100,17.8,22,0,125500,0
"Auburn-Opelika, AL",2017,971,13.8,277400,-0.3,30,87.5,115800,60.6,360,1536.4,261500,108.4
"Augusta-Richmond County, GA-SC",1999,2589,null,100500,null,3,null,43900,null,765,null,28100,null
"Augusta-Richmond County, GA-SC",2000,2312,-10.7,117600,17,8,166.7,35800,-18.5,42,-94.5,52300,86.1
"Augusta-Richmond County, GA-SC",2001,2662,15.1,118300,0.6,8,0,33200,-7.3,196,366.7,21200,-59.5
"Augusta-Richmond County, GA-SC",2002,2971,11.6,115500,-2.4,44,450,26900,-19,567,189.3,43200,103.8
"Augusta-Richmond County, GA-SC",2003,3351,12.8,127800,10.6,36,-18.2,30500,13.4,256,-54.9,27700,-35.9
"Augusta-Richmond County, GA-SC",2004,3729,11.3,133900,4.8,14,-61.1,50000,63.9,0,-100,0,-100
"Augusta-Richmond County, GA-SC",2005,3834,2.8,141700,5.8,18,28.6,96700,93.4,89,0,12800,0
"Augusta-Richmond County, GA-SC",2006,3644,-5,159300,12.4,18,0,89600,-7.3,0,-100,0,-100
"Augusta-Richmond County, GA-SC",2007,3060,-16,161400,1.3,10,-44.4,39000,-56.5,332,0,63700,0
"Augusta-Richmond County, GA-SC",2008,1826,-40.3,167500,3.8,20,100,44600,14.4,88,-73.5,33000,-48.2
"Augusta-Richmond County, GA-SC",2009,2180,19.4,153600,-8.3,14,-30,59700,33.9,98,11.4,60400,83
"Augusta-Richmond County, GA-SC",2010,2420,11,177300,15.4,15,7.1,74300,24.5,55,-43.9,68700,13.7
"Augusta-Richmond County, GA-SC",2011,2247,-7.1,163300,-7.9,8,-46.7,80000,7.7,160,190.9,65200,-5.1
"Augusta-Richmond County, GA-SC",2012,2181,-2.9,177500,8.7,23,187.5,123800,54.8,80,-50,29600,-54.6
"Augusta-Richmond County, GA-SC",2013,2410,10.5,177300,-0.1,11,-52.2,128800,4,24,-70,45200,52.7
"Augusta-Richmond County, GA-SC",2014,2416,0.2,181200,2.2,44,300,98300,-23.7,387,1512.5,30700,-32.1
"Augusta-Richmond County, GA-SC",2015,2669,10.5,186100,2.7,2,-95.5,90000,-8.4,364,-5.9,34200,11.4
"Augusta-Richmond County, GA-SC",2016,2560,-4.1,191400,2.8,68,3300,51300,-43,340,-6.6,74300,117.3
"Augusta-Richmond County, GA-SC",2017,2690,5.1,186900,-2.4,55,-19.1,88200,71.9,593,74.4,86700,16.7
"Austin-Round Rock, TX",1980,4277,null,56200,null,1398,null,32300,null,2862,null,16900,null
"Austin-Round Rock, TX",1981,3464,-19,59900,6.6,2141,53.1,32100,-0.6,4909,71.5,24500,45
"Austin-Round Rock, TX",1982,4643,34,68400,14.2,2296,7.2,41200,28.3,4782,-2.6,28500,16.3
"Austin-Round Rock, TX",1983,7567,63,72700,6.3,2793,21.6,37200,-9.7,16161,238,20500,-28.1
"Austin-Round Rock, TX",1984,8715,15.2,78500,8,3429,22.8,40200,8.1,11950,-26.1,24900,21.5
"Austin-Round Rock, TX",1985,5496,-36.9,76700,-2.3,1529,-55.4,41000,2,8970,-24.9,22100,-11.2
"Austin-Round Rock, TX",1986,5134,-6.6,71800,-6.4,416,-72.8,36600,-10.7,5954,-33.6,23700,7.2
"Austin-Round Rock, TX",1987,2426,-52.7,77400,7.8,34,-91.8,39700,8.5,1000,-83.2,19100,-19.4
"Austin-Round Rock, TX",1988,2050,-15.5,92900,20,22,-35.3,30300,-23.7,305,-69.5,68900,260.7
"Austin-Round Rock, TX",1989,1910,-6.8,110900,19.4,14,-36.4,59000,94.7,8,-97.4,75000,8.9
"Austin-Round Rock, TX",1990,1916,0.3,118300,6.7,46,228.6,28000,-52.5,0,-100,0,-100
"Austin-Round Rock, TX",1991,2994,56.3,105900,-10.5,8,-82.6,34200,22.1,220,0,30600,0
"Austin-Round Rock, TX",1992,4641,55,98600,-6.9,34,325,57400,67.8,996,352.7,18600,-39.2
"Austin-Round Rock, TX",1993,6369,37.2,108200,9.7,90,164.7,40700,-29.1,2084,109.2,27000,45.2
"Austin-Round Rock, TX",1994,6250,-1.9,106200,-1.8,115,27.8,47800,17.4,4403,111.3,34200,26.7
"Austin-Round Rock, TX",1995,7435,19,103500,-2.5,197,71.3,47500,-0.6,6133,39.3,37000,8.2
"Austin-Round Rock, TX",1996,10095,35.8,104000,0.5,498,152.8,50000,5.3,6484,5.7,36200,-2.2
"Austin-Round Rock, TX",1997,8456,-16.2,104400,0.4,441,-11.4,59000,18,4720,-27.2,40500,11.9
"Austin-Round Rock, TX",1998,10805,27.8,105400,1,490,11.1,51300,-13.1,5128,8.6,34900,-13.8
"Austin-Round Rock, TX",1999,11704,8.3,119500,13.4,344,-29.8,66900,30.4,7849,53.1,40700,16.6
"Austin-Round Rock, TX",2000,13045,11.5,127500,6.7,780,126.7,57100,-14.6,8064,2.7,41000,0.7
"Austin-Round Rock, TX",2001,9115,-30.1,126300,-0.9,354,-54.6,50600,-11.4,8345,3.5,36800,-10.2
"Austin-Round Rock, TX",2002,11072,21.5,132400,4.8,590,66.7,55000,8.7,5570,-33.3,38500,4.6
"Austin-Round Rock, TX",2003,12116,9.4,118400,-10.6,715,21.2,54400,-1.1,2499,-55.1,54500,41.6
"Austin-Round Rock, TX",2004,14309,18.1,127600,7.8,600,-16.1,64700,18.9,3106,24.3,56700,4
"Austin-Round Rock, TX",2005,17346,21.2,142700,11.8,634,5.7,85700,32.5,5261,69.4,53300,-6
"Austin-Round Rock, TX",2006,17615,1.6,144900,1.5,1082,70.7,96900,13.1,7399,40.6,66500,24.8
"Austin-Round Rock, TX",2007,12120,-31.2,170600,17.7,881,-18.6,80300,-17.1,6902,-6.7,101600,52.8
"Austin-Round Rock, TX",2008,7710,-36.4,174000,2,270,-69.4,118400,47.4,3812,-44.8,123800,21.9
"Austin-Round Rock, TX",2009,6678,-13.4,161400,-7.2,31,-88.5,90400,-23.6,2049,-46.2,84600,-31.7
"Austin-Round Rock, TX",2010,6200,-7.2,172500,6.9,296,854.8,111100,22.9,2290,11.8,79900,-5.6
"Austin-Round Rock, TX",2011,6231,0.5,179300,3.9,81,-72.6,92800,-16.5,3927,71.5,61900,-22.5
"Austin-Round Rock, TX",2012,8261,32.6,179800,0.3,114,40.7,78100,-15.8,11220,185.7,76000,22.8
"Austin-Round Rock, TX",2013,8954,8.4,206900,15.1,402,252.6,123100,57.6,11509,2.6,80600,6.1
"Austin-Round Rock, TX",2014,11842,32.3,223000,7.8,444,10.4,128700,4.5,7990,-30.6,76000,-5.7
"Austin-Round Rock, TX",2015,11857,0.1,227300,1.9,448,0.9,137000,6.4,10065,26,90700,19.3
"Austin-Round Rock, TX",2016,13327,12.4,232300,2.2,238,-46.9,98900,-27.8,8296,-17.6,92600,2.1
"Austin-Round Rock, TX",2017,16119,20.9,229900,-1,153,-35.7,121300,22.6,10428,25.7,70100,-24.3
"Bakersfield, CA",1999,2887,null,111800,null,82,null,55800,null,149,null,54900,null
"Bakersfield, CA",2000,2862,-0.9,125000,11.8,59,-28,58700,5.2,149,0,66100,20.4
"Bakersfield, CA",2001,3408,19.1,128400,2.7,6,-89.8,53400,-9,80,-46.3,61400,-7.1
"Bakersfield, CA",2002,4496,31.9,131300,2.3,13,116.7,47300,-11.4,0,-100,0,-100
"Bakersfield, CA",2003,5546,23.4,141300,7.6,152,1069.2,57600,21.8,115,0,54000,0
"Bakersfield, CA",2004,6174,11.3,141400,0.1,315,107.2,73000,26.7,305,165.2,62200,15.2
"Bakersfield, CA",2005,7651,23.9,144300,2.1,554,75.9,59300,-18.8,637,108.9,50500,-18.8
"Bakersfield, CA",2006,5731,-25.1,146000,1.2,954,72.2,67700,14.2,306,-52,56100,11.1
"Bakersfield, CA",2007,3318,-42.1,139500,-4.5,651,-31.8,69200,2.2,233,-23.9,74700,33.2
"Bakersfield, CA",2008,1610,-51.5,171100,22.7,423,-35,89300,29,560,140.3,61000,-18.3
"Bakersfield, CA",2009,1585,-1.6,181800,6.3,21,-95,64700,-27.5,171,-69.5,50500,-17.2
"Bakersfield, CA",2010,1211,-23.6,179600,-1.2,58,176.2,81200,25.5,387,126.3,89800,77.8
"Bakersfield, CA",2011,712,-41.2,186400,3.8,95,63.8,72300,-11,162,-58.1,68600,-23.6
"Bakersfield, CA",2012,1428,100.6,198300,6.4,120,26.3,79000,9.3,457,182.1,73400,7
"Bakersfield, CA",2013,1795,25.7,195100,-1.6,98,-18.3,72400,-8.4,425,-7,91700,24.9
"Bakersfield, CA",2014,1885,5,197200,1.1,55,-43.9,88800,22.7,357,-16,91300,-0.4
"Bakersfield, CA",2015,2098,11.3,221700,12.4,20,-63.6,70900,-20.2,82,-77,89500,-2
"Bakersfield, CA",2016,2141,2,222200,0.2,104,420,115900,63.5,11,-86.6,72200,-19.3
"Bakersfield, CA",2017,2378,11.1,225000,1.3,208,100,122200,5.4,54,390.9,97200,34.6
"Baltimore-Columbia-Towson, MD",1999,10486,null,116200,null,77,null,49500,null,3043,null,46200,null
"Baltimore-Columbia-Towson, MD",2000,9700,-7.5,121500,4.6,110,42.9,76000,53.5,1994,-34.5,45800,-0.9
"Baltimore-Columbia-Towson, MD",2001,8935,-7.9,126400,4,60,-45.5,99900,31.4,1913,-4.1,58300,27.3
"Baltimore-Columbia-Towson, MD",2002,9351,4.7,135200,7,28,-53.3,87700,-12.2,1612,-15.7,63100,8.2
"Baltimore-Columbia-Towson, MD",2003,8314,-11.1,143900,6.4,28,0,88700,1.1,2791,73.1,66000,4.6
"Baltimore-Columbia-Towson, MD",2004,7501,-9.8,163000,13.3,120,328.6,106400,20,2661,-4.7,79800,20.9
"Baltimore-Columbia-Towson, MD",2005,8386,11.8,173500,6.4,83,-30.8,116500,9.5,2858,7.4,94100,17.9
"Baltimore-Columbia-Towson, MD",2006,6339,-24.4,185200,6.7,35,-57.8,107600,-7.6,1759,-38.5,83200,-11.6
"Baltimore-Columbia-Towson, MD",2007,4775,-24.7,262900,42,4,-88.6,82200,-23.6,1428,-18.8,128400,54.3
"Baltimore-Columbia-Towson, MD",2008,3131,-34.4,211400,-19.6,9,125,333300,305.5,2404,68.3,116100,-9.6
"Baltimore-Columbia-Towson, MD",2009,3099,-1,188800,-10.7,25,177.8,96300,-71.1,1991,-17.2,210100,81
"Baltimore-Columbia-Towson, MD",2010,3554,14.7,181300,-4,10,-60,43000,-55.3,2030,2,89600,-57.4
"Baltimore-Columbia-Towson, MD",2011,3277,-7.8,198800,9.7,15,50,86500,101.2,2861,40.9,90700,1.2
"Baltimore-Columbia-Towson, MD",2012,3895,18.9,196400,-1.2,14,-6.7,169100,95.5,2047,-28.5,100200,10.5
"Baltimore-Columbia-Towson, MD",2013,4617,18.5,193600,-1.4,161,1050,170600,0.9,3291,60.8,95700,-4.5
"Baltimore-Columbia-Towson, MD",2014,4662,1,189000,-2.4,84,-47.8,169200,-0.8,2354,-28.5,118200,23.5
"Baltimore-Columbia-Towson, MD",2015,4587,-1.6,193500,2.4,106,26.2,117700,-30.4,3571,51.7,123000,4.1
"Baltimore-Columbia-Towson, MD",2016,4731,3.1,198500,2.6,146,37.7,102400,-13,3193,-10.6,148200,20.5
"Baltimore-Columbia-Towson, MD",2017,5000,5.7,207300,4.4,16,-89,141200,37.9,1824,-42.9,119400,-19.4
