area,year,employmentTotal,employmentChange,unemploymentRate,unemploymentChange
"Wenatchee, WA",1998,52813,3.43,7.7327,0.41
"Wenatchee, WA",1999,51603,-2.29,8.1066,0.37
"Wenatchee, WA",2000,50877,-1.41,7.0414,-1.07
"Wenatchee, WA",2001,47729,-6.19,8.2742,1.23
"Wenatchee, WA",2002,48861,2.37,8.3863,0.11
"Wenatchee, WA",2003,50578,3.51,8.2221,-0.16
"Wenatchee, WA",2004,53859,6.49,6.8801,-1.34
"Wenatchee, WA",2005,55838,3.68,6.021,-0.86
"Wenatchee, WA",2006,56289,0.81,5.5424,-0.48
"Wenatchee, WA",2007,58243,3.47,5.4167,-0.13
"Wenatchee, WA",2008,58434,0.33,5.8416,0.42
"Wenatchee, WA",2009,59111,1.16,8.0556,2.21
"Wenatchee, WA",2010,56299,-4.76,9.1638,1.11
"Wenatchee, WA",2011,55384,-1.62,8.7328,-0.43
"Wenatchee, WA",2012,55596,0.38,8.3439,-0.39
"Wenatchee, WA",2013,54808,-1.42,7.5936,-0.75
"Wenatchee, WA",2014,56593,3.26,6.4555,-1.14
"Wenatchee, WA",2015,58748,3.81,5.8697,-0.59
"Wenatchee, WA",2016,59976,2.09,6.03,0.16
"Wenatchee, WA",2017,62161,3.64,5.1415,-0.89
"Wenatchee, WA",2018,63127,1.55,4.8614,-0.28
"Yakima, WA",1990,91722,null,11.3144,null
"Yakima, WA",1991,89532,-2.39,12.9225,1.61
"Yakima, WA",1992,93722,4.68,13.6295,0.71
"Yakima, WA",1993,95791,2.21,14.318,0.69
"Yakima, WA",1994,98734,3.07,12.8538,-1.46
"Yakima, WA",1995,100368,1.66,13.2995,0.45
"Yakima, WA",1996,102120,1.75,12.6638,-0.64
"Yakima, WA",1997,105991,3.79,9.8502,-2.81
"Yakima, WA",1998,107422,1.35,10.0294,0.18
"Yakima, WA",1999,104823,-2.42,10.1115,0.08
"Yakima, WA",2000,103976,-0.81,8.4581,-1.65
"Yakima, WA",2001,98190,-5.56,9.9718,1.51
"Yakima, WA",2002,100568,2.42,9.757,-0.21
"Yakima, WA",2003,102478,1.9,9.656,-0.1
"Yakima, WA",2004,106008,3.44,8.6962,-0.96
"Yakima, WA",2005,108427,2.28,7.7685,-0.93
"Yakima, WA",2006,109807,1.27,7.4346,-0.33
"Yakima, WA",2007,111716,1.74,7.0026,-0.43
"Yakima, WA",2008,114285,2.3,7.3277,0.33
"Yakima, WA",2009,114665,0.33,8.9967,1.67
"Yakima, WA",2010,109168,-4.79,10.6207,1.62
"Yakima, WA",2011,107392,-1.63,10.7493,0.13
"Yakima, WA",2012,108267,0.81,10.5835,-0.17
"Yakima, WA",2013,107154,-1.03,9.9916,-0.59
"Yakima, WA",2014,109113,1.83,8.6821,-1.31
"Yakima, WA",2015,111910,2.56,8.1277,-0.55
"Yakima, WA",2016,116418,4.03,7.4819,-0.65
"Yakima, WA",2017,118212,1.54,6.7834,-0.7
"Yakima, WA",2018,122260,3.42,6.2915,-0.49
"Beckley, WV",1990,41567,null,9.7036,null
"Beckley, WV",1991,41776,0.5,12.0484,2.34
"Beckley, WV",1992,41381,-0.95,13.2945,1.25
"Beckley, WV",1993,42246,2.09,13.3377,0.04
"Beckley, WV",1994,43680,3.39,10.84,-2.5
"Beckley, WV",1995,45755,4.75,9.1578,-1.68
"Beckley, WV",1996,47812,4.5,8.7338,-0.42
"Beckley, WV",1997,47884,0.15,8.1497,-0.58
"Beckley, WV",1998,48030,0.31,8.0053,-0.14
"Beckley, WV",1999,47956,-0.15,8.1463,0.14
"Beckley, WV",2000,47901,-0.12,6.4933,-1.65
"Beckley, WV",2001,48768,1.81,5.3549,-1.14
"Beckley, WV",2002,47596,-2.4,6.3684,1.01
"Beckley, WV",2003,45660,-4.07,6.8019,0.43
"Beckley, WV",2004,46318,1.44,5.6059,-1.2
"Beckley, WV",2005,47360,2.25,5.113,-0.49
"Beckley, WV",2006,48313,2.01,4.9348,-0.18
"Beckley, WV",2007,48450,0.28,4.7967,-0.14
"Beckley, WV",2008,48784,0.69,4.2103,-0.59
"Beckley, WV",2009,47081,-3.49,7.6336,3.42
"Beckley, WV",2010,45641,-3.06,8.7853,1.15
"Beckley, WV",2011,46789,2.52,7.8107,-0.97
"Beckley, WV",2012,46510,-0.6,7.7529,-0.06
"Beckley, WV",2013,44999,-3.25,7.7404,-0.01
"Beckley, WV",2014,44159,-1.87,7.6055,-0.13
"Beckley, WV",2015,42876,-2.91,7.817,0.21
"Beckley, WV",2016,42496,-0.89,7.3123,-0.5
"Beckley, WV",2017,42692,0.46,5.7212,-1.59
"Beckley, WV",2018,42557,-0.32,5.7177,0
"Charleston, WV",1990,100725,null,6.7498,null
"Charleston, WV",1991,100934,0.21,8.539,1.79
"Charleston, WV",1992,100902,-0.03,9.5341,1
"Charleston, WV",1993,102963,2.04,9.0174,-0.52
"Charleston, WV",1994,105272,2.24,7.3469,-1.67
"Charleston, WV",1995,106716,1.37,6.3271,-1.02
"Charleston, WV",1996,108824,1.98,6.0096,-0.32
"Charleston, WV",1997,110119,1.19,5.405,-0.6
"Charleston, WV",1998,110036,-0.08,5.2832,-0.12
"Charleston, WV",1999,111936,1.73,5.2739,-0.01
"Charleston, WV",2000,104989,-6.21,5.2155,-0.06
"Charleston, WV",2001,104914,-0.07,4.6914,-0.52
"Charleston, WV",2002,101720,-3.05,5.672,0.98
"Charleston, WV",2003,98593,-3.07,5.5865,-0.09
"Charleston, WV",2004,98637,0.04,4.8839,-0.7
"Charleston, WV",2005,98348,-0.29,4.939,0.06
"Charleston, WV",2006,99706,1.38,4.5006,-0.44
"Charleston, WV",2007,100622,0.92,4.1669,-0.33
"Charleston, WV",2008,101823,1.19,3.6454,-0.52
"Charleston, WV",2009,98550,-3.21,6.549,2.9
"Charleston, WV",2010,96931,-1.64,7.7395,1.19
"Charleston, WV",2011,96273,-0.68,7.3637,-0.38
"Charleston, WV",2012,96407,0.14,7.1158,-0.25
"Charleston, WV",2013,95007,-1.45,6.425,-0.69
"Charleston, WV",2014,93985,-1.08,6.3471,-0.08
"Charleston, WV",2015,91113,-3.06,6.4886,0.14
"Charleston, WV",2016,90711,-0.44,5.9237,-0.56
"Charleston, WV",2017,90141,-0.63,5.227,-0.7
"Charleston, WV",2018,89948,-0.21,5.2452,0.02
"Huntington-Ashland, WV-KY-OH",1990,139310,null,7.1659,null
"Huntington-Ashland, WV-KY-OH",1991,138327,-0.71,9.5248,2.36
"Huntington-Ashland, WV-KY-OH",1992,139407,0.78,9.8128,0.29
"Huntington-Ashland, WV-KY-OH",1993,139729,0.23,9.5154,-0.3
"Huntington-Ashland, WV-KY-OH",1994,142164,1.74,7.9264,-1.59
"Huntington-Ashland, WV-KY-OH",1995,144073,1.34,6.9104,-1.02
"Huntington-Ashland, WV-KY-OH",1996,146196,1.47,6.7083,-0.2
"Huntington-Ashland, WV-KY-OH",1997,148050,1.27,6.3981,-0.31
"Huntington-Ashland, WV-KY-OH",1998,148596,0.37,6.0837,-0.31
"Huntington-Ashland, WV-KY-OH",1999,150250,1.11,6.2267,0.14
"Huntington-Ashland, WV-KY-OH",2000,151354,0.73,5.6858,-0.54
"Huntington-Ashland, WV-KY-OH",2001,151421,0.04,5.4542,-0.23
"Huntington-Ashland, WV-KY-OH",2002,151186,-0.16,5.9502,0.5
"Huntington-Ashland, WV-KY-OH",2003,153152,1.3,6.0071,0.06
"Huntington-Ashland, WV-KY-OH",2004,154667,0.99,5.5359,-0.47
"Huntington-Ashland, WV-KY-OH",2005,155946,0.83,5.371,-0.16
"Huntington-Ashland, WV-KY-OH",2006,158626,1.72,5.0415,-0.33
"Huntington-Ashland, WV-KY-OH",2007,160990,1.49,4.6367,-0.4
"Huntington-Ashland, WV-KY-OH",2008,160887,-0.06,4.6901,0.05
"Huntington-Ashland, WV-KY-OH",2009,155046,-3.63,7.6399,2.95
"Huntington-Ashland, WV-KY-OH",2010,143769,-7.27,8.9879,1.35
"Huntington-Ashland, WV-KY-OH",2011,142417,-0.94,8.6663,-0.32
"Huntington-Ashland, WV-KY-OH",2012,142973,0.39,7.8347,-0.83
"Huntington-Ashland, WV-KY-OH",2013,141154,-1.27,7.4823,-0.35
"Huntington-Ashland, WV-KY-OH",2014,140577,-0.41,6.6122,-0.87
"Huntington-Ashland, WV-KY-OH",2015,136916,-2.6,6.3274,-0.28
"Huntington-Ashland, WV-KY-OH",2016,137378,0.34,6.2818,-0.05
"Huntington-Ashland, WV-KY-OH",2017,138999,1.18,5.6459,-0.64
"Huntington-Ashland, WV-KY-OH",2018,138403,-0.43,5.4138,-0.23
"Morgantown, WV",1990,45267,null,7.3881,null
"Morgantown, WV",1991,45205,-0.14,8.1883,0.8
"Morgantown, WV",1992,45802,1.32,9.1221,0.93
"Morgantown, WV",1993,46755,2.08,9.2027,0.08
"Morgantown, WV",1994,48522,3.78,5.9568,-3.25
"Morgantown, WV",1995,48014,-1.05,5.3403,-0.62
"Morgantown, WV",1996,48464,0.94,6.2343,0.89
"Morgantown, WV",1997,48154,-0.64,5.6151,-0.62
"Morgantown, WV",1998,48011,-0.3,4.3755,-1.24
"Morgantown, WV",1999,49324,2.73,4.0087,-0.37
"Morgantown, WV",2000,52112,5.65,4.6332,0.62
"Morgantown, WV",2001,53227,2.14,4.0625,-0.57
"Morgantown, WV",2002,52705,-0.98,4.8284,0.77
"Morgantown, WV",2003,53569,1.64,4.82,-0.01
"Morgantown, WV",2004,54712,2.13,4.1835,-0.64
"Morgantown, WV",2005,56200,2.72,3.9438,-0.24
"Morgantown, WV",2006,58560,4.2,3.7279,-0.22
"Morgantown, WV",2007,60151,2.72,3.4223,-0.31
"Morgantown, WV",2008,61793,2.73,3.0532,-0.37
"Morgantown, WV",2009,62014,0.36,5.0254,1.97
"Morgantown, WV",2010,59340,-4.31,6.239,1.21
"Morgantown, WV",2011,59369,0.05,6.038,-0.2
"Morgantown, WV",2012,60849,2.49,5.6216,-0.42
"Morgantown, WV",2013,61438,0.97,4.9734,-0.65
"Morgantown, WV",2014,61631,0.31,4.7909,-0.18
"Morgantown, WV",2015,61653,0.04,5.0584,0.27
"Morgantown, WV",2016,62986,2.16,4.641,-0.42
"Morgantown, WV",2017,64497,2.4,3.9927,-0.65
"Morgantown, WV",2018,65919,2.2,4.2777,0.29
"Parkersburg-Vienna, WV",1990,40958,null,7.5775,null
"Parkersburg-Vienna, WV",1991,40493,-1.14,9.3479,1.77
"Parkersburg-Vienna, WV",1992,40591,0.24,9.8939,0.55
"Parkersburg-Vienna, WV",1993,40865,0.68,9.0939,-0.8
"Parkersburg-Vienna, WV",1994,41453,1.44,7.5695,-1.52
"Parkersburg-Vienna, WV",1995,42041,1.42,7.7463,0.18
"Parkersburg-Vienna, WV",1996,42768,1.73,6.4768,-1.27
"Parkersburg-Vienna, WV",1997,43022,0.59,5.7673,-0.71
"Parkersburg-Vienna, WV",1998,42578,-1.03,6.6954,0.93
"Parkersburg-Vienna, WV",1999,43099,1.22,5.6621,-1.03
"Parkersburg-Vienna, WV",2000,42646,-1.05,4.7031,-0.96
"Parkersburg-Vienna, WV",2001,42676,0.07,4.7813,0.08
"Parkersburg-Vienna, WV",2002,41985,-1.62,5.7777,1
"Parkersburg-Vienna, WV",2003,41626,-0.86,6.2228,0.45
"Parkersburg-Vienna, WV",2004,41188,-1.05,5.5233,-0.7
"Parkersburg-Vienna, WV",2005,41027,-0.39,5.5768,0.05
"Parkersburg-Vienna, WV",2006,41543,1.26,4.997,-0.58
"Parkersburg-Vienna, WV",2007,41570,0.07,4.7437,-0.25
"Parkersburg-Vienna, WV",2008,41494,-0.18,4.7972,0.05
"Parkersburg-Vienna, WV",2009,39609,-4.54,8.7257,3.93
"Parkersburg-Vienna, WV",2010,37855,-4.43,9.0885,0.36
"Parkersburg-Vienna, WV",2011,37466,-1.03,8.4526,-0.64
"Parkersburg-Vienna, WV",2012,37784,0.85,7.4815,-0.97
"Parkersburg-Vienna, WV",2013,38147,0.96,6.4226,-1.06
"Parkersburg-Vienna, WV",2014,37576,-1.5,6.1734,-0.25
"Parkersburg-Vienna, WV",2015,36666,-2.42,6.5396,0.37
"Parkersburg-Vienna, WV",2016,36695,0.08,5.9217,-0.62
"Parkersburg-Vienna, WV",2017,36315,-1.04,5.5906,-0.33
"Parkersburg-Vienna, WV",2018,36219,-0.26,5.5298,-0.06
"Wheeling, WV-OH",1990,66029,null,6.2622,null
"Wheeling, WV-OH",1991,65576,-0.69,7.7172,1.45
"Wheeling, WV-OH",1992,64285,-1.97,9.2904,1.57
"Wheeling, WV-OH",1993,64863,0.9,9.4047,0.11
"Wheeling, WV-OH",1994,65829,1.49,7.8973,-1.51
"Wheeling, WV-OH",1995,66454,0.95,6.4845,-1.41
"Wheeling, WV-OH",1996,67426,1.46,6.3697,-0.11
"Wheeling, WV-OH",1997,68103,1,6.9791,0.61
"Wheeling, WV-OH",1998,68632,0.78,5.4574,-1.52
"Wheeling, WV-OH",1999,68912,0.41,5.3952,-0.06
"Wheeling, WV-OH",2000,65498,-4.95,5.6308,0.24
"Wheeling, WV-OH",2001,65297,-0.31,5.2146,-0.42
"Wheeling, WV-OH",2002,64316,-1.5,6.3317,1.12
"Wheeling, WV-OH",2003,63070,-1.94,6.3864,0.05
"Wheeling, WV-OH",2004,63605,0.85,6.2661,-0.12
"Wheeling, WV-OH",2005,64464,1.35,5.9035,-0.36
"Wheeling, WV-OH",2006,64973,0.79,5.494,-0.41
"Wheeling, WV-OH",2007,65319,0.53,5.106,-0.39
"Wheeling, WV-OH",2008,65590,0.42,5.2948,0.19
"Wheeling, WV-OH",2009,64093,-2.28,8.614,3.32
"Wheeling, WV-OH",2010,63035,-1.65,9.9079,1.29
"Wheeling, WV-OH",2011,62022,-1.61,8.7204,-1.19
"Wheeling, WV-OH",2012,62275,0.41,7.615,-1.11
"Wheeling, WV-OH",2013,62705,0.69,7.2274,-0.39
"Wheeling, WV-OH",2014,62627,-0.12,6.5675,-0.66
"Wheeling, WV-OH",2015,61453,-1.87,6.5683,0
"Wheeling, WV-OH",2016,61126,-0.53,6.9586,0.39
"Wheeling, WV-OH",2017,61355,0.37,5.7693,-1.19
"Wheeling, WV-OH",2018,61104,-0.41,5.3763,-0.39
"Appleton, WI",1990,101557,null,3.9101,null
"Appleton, WI",1991,102263,0.69,4.3896,0.48
"Appleton, WI",1992,106766,4.4,4.0171,-0.37
"Appleton, WI",1993,110059,3.08,3.7978,-0.22
"Appleton, WI",1994,113706,3.31,3.8993,0.1
"Appleton, WI",1995,118046,3.82,3.3274,-0.57
"Appleton, WI",1996,121322,2.78,2.9271,-0.4
"Appleton, WI",1997,123065,1.44,2.9984,0.07
"Appleton, WI",1998,123867,0.65,2.742,-0.26
"Appleton, WI",1999,123730,-0.11,2.5117,-0.23
"Appleton, WI",2000,113367,-8.38,2.9626,0.45
"Appleton, WI",2001,113438,0.06,4.1167,1.15
"Appleton, WI",2002,113035,-0.36,5.3524,1.24
"Appleton, WI",2003,114603,1.39,5.5068,0.15
"Appleton, WI",2004,114632,0.03,4.6904,-0.82
"Appleton, WI",2005,114644,0.01,4.4218,-0.27
"Appleton, WI",2006,115831,1.04,4.5203,0.1
"Appleton, WI",2007,116979,0.99,4.6662,0.15
"Appleton, WI",2008,117858,0.75,4.5855,-0.08
"Appleton, WI",2009,114773,-2.62,8.1652,3.58
"Appleton, WI",2010,117875,2.7,7.839,-0.33
"Appleton, WI",2011,119170,1.1,6.8237,-1.02
"Appleton, WI",2012,119725,0.47,6.1944,-0.63
"Appleton, WI",2013,120127,0.34,5.9196,-0.27
"Appleton, WI",2014,122503,1.98,4.6376,-1.28
"Appleton, WI",2015,124492,1.62,3.8765,-0.76
"Appleton, WI",2016,127526,2.44,3.4533,-0.42
"Appleton, WI",2017,128848,1.04,2.9523,-0.5
"Appleton, WI",2018,130140,1,2.6485,-0.3
"Eau Claire, WI",1990,66568,null,5.2747,null
"Eau Claire, WI",1991,66523,-0.07,5.9011,0.63
"Eau Claire, WI",1992,67908,2.08,6.0016,0.1
"Eau Claire, WI",1993,69680,2.61,5.7711,-0.23
"Eau Claire, WI",1994,72684,4.31,4.934,-0.84
"Eau Claire, WI",1995,75234,3.51,3.8261,-1.11
"Eau Claire, WI",1996,77597,3.14,3.7958,-0.03
"Eau Claire, WI",1997,80172,3.32,3.5681,-0.23
"Eau Claire, WI",1998,80689,0.65,3.2656,-0.3
"Eau Claire, WI",1999,80521,-0.21,3.0933,-0.17
"Eau Claire, WI",2000,79787,-0.91,3.6819,0.59
"Eau Claire, WI",2001,80427,0.8,4.5949,0.91
"Eau Claire, WI",2002,80504,0.1,5.2771,0.68
"Eau Claire, WI",2003,81980,1.83,5.3773,0.1
"Eau Claire, WI",2004,81866,-0.14,4.8466,-0.53
"Eau Claire, WI",2005,82461,0.73,4.5638,-0.28
"Eau Claire, WI",2006,85161,3.27,4.4255,-0.14
"Eau Claire, WI",2007,86853,1.99,4.6375,0.21
"Eau Claire, WI",2008,86223,-0.73,4.5568,-0.08
"Eau Claire, WI",2009,83305,-3.38,7.3995,2.84
"Eau Claire, WI",2010,83524,0.26,7.4944,0.09
"Eau Claire, WI",2011,84829,1.56,6.9092,-0.59
"Eau Claire, WI",2012,85892,1.25,6.1507,-0.76
"Eau Claire, WI",2013,85409,-0.56,6.0462,-0.1
"Eau Claire, WI",2014,86692,1.5,4.8124,-1.23
"Eau Claire, WI",2015,87597,1.04,4.1339,-0.68
"Eau Claire, WI",2016,89148,1.77,3.7015,-0.43
"Eau Claire, WI",2017,90272,1.26,3.1265,-0.57
"Eau Claire, WI",2018,91064,0.88,2.7648,-0.36
"Fond du Lac, WI",1990,46173,null,5.1485,null
"Fond du Lac, WI",1991,49327,6.83,4.9643,-0.18
"Fond du Lac, WI",1992,49871,1.1,4.4115,-0.55
"Fond du Lac, WI",1993,50052,0.36,4.0126,-0.4
"Fond du Lac, WI",1994,52884,5.66,3.8709,-0.14
"Fond du Lac, WI",1995,53552,1.26,3.4011,-0.47
"Fond du Lac, WI",1996,53732,0.34,3.3843,-0.02
"Fond du Lac, WI",1997,53843,0.21,3.3952,0.01
"Fond du Lac, WI",1998,53454,-0.72,3.0776,-0.32
"Fond du Lac, WI",1999,52638,-1.53,2.8317,-0.25
"Fond du Lac, WI",2000,53795,2.2,3.1285,0.3
"Fond du Lac, WI",2001,53906,0.2,4.1777,1.05
"Fond du Lac, WI",2002,54166,0.48,4.9749,0.8
"Fond du Lac, WI",2003,53946,-0.41,5.3936,0.42
"Fond du Lac, WI",2004,53847,-0.18,4.7154,-0.68
"Fond du Lac, WI",2005,53301,-1.01,4.5949,-0.12
"Fond du Lac, WI",2006,53797,0.93,4.7174,0.12
"Fond du Lac, WI",2007,54193,0.74,4.7265,0.01
"Fond du Lac, WI",2008,54198,0.01,4.7957,0.07
"Fond du Lac, WI",2009,51171,-5.59,9.0036,4.21
"Fond du Lac, WI",2010,51716,1.07,8.4947,-0.51
"Fond du Lac, WI",2011,52104,0.75,7.3091,-1.19
"Fond du Lac, WI",2012,52478,0.72,6.4934,-0.82
"Fond du Lac, WI",2013,53567,2.07,6.1478,-0.35
"Fond du Lac, WI",2014,54321,1.41,4.9124,-1.24
"Fond du Lac, WI",2015,54749,0.79,4.0728,-0.84
"Fond du Lac, WI",2016,55139,0.71,3.5065,-0.57
"Fond du Lac, WI",2017,55915,1.41,2.8312,-0.68
"Fond du Lac, WI",2018,56695,1.39,2.5681,-0.26
"Green Bay, WI",1990,124901,null,4.3566,null
"Green Bay, WI",1991,125491,0.47,5.5753,1.22
"Green Bay, WI",1992,131814,5.04,4.9054,-0.67
"Green Bay, WI",1993,136170,3.3,4.8105,-0.09
"Green Bay, WI",1994,141648,4.02,4.463,-0.35
"Green Bay, WI",1995,147339,4.02,3.6054,-0.86
"Green Bay, WI",1996,151685,2.95,3.4401,-0.17
"Green Bay, WI",1997,153956,1.5,3.3698,-0.07
"Green Bay, WI",1998,155461,0.98,2.9911,-0.38
"Green Bay, WI",1999,157614,1.38,2.6069,-0.38
"Green Bay, WI",2000,156642,-0.62,3.0132,0.41
"Green Bay, WI",2001,156610,-0.02,4.1936,1.18
"Green Bay, WI",2002,157002,0.25,5.2248,1.03
"Green Bay, WI",2003,159322,1.48,5.5487,0.32
"Green Bay, WI",2004,161283,1.23,4.8643,-0.68
"Green Bay, WI",2005,159912,-0.85,4.6385,-0.23
"Green Bay, WI",2006,161335,0.89,4.7268,0.09
"Green Bay, WI",2007,162936,0.99,4.7919,0.07
"Green Bay, WI",2008,162957,0.01,4.7764,-0.02
"Green Bay, WI",2009,159088,-2.37,8.1324,3.36
"Green Bay, WI",2010,155640,-2.17,8.2648,0.13
"Green Bay, WI",2011,157132,0.96,7.5111,-0.75
"Green Bay, WI",2012,157862,0.46,6.782,-0.73
"Green Bay, WI",2013,158630,0.49,6.3885,-0.39
"Green Bay, WI",2014,161165,1.6,5.0132,-1.38
"Green Bay, WI",2015,163432,1.41,4.2008,-0.81
"Green Bay, WI",2016,166880,2.11,3.7046,-0.5
"Green Bay, WI",2017,170119,1.94,3.0238,-0.68
"Green Bay, WI",2018,171646,0.9,2.745,-0.28
"Janesville-Beloit, WI",1990,68285,null,5.4785,null
"Janesville-Beloit, WI",1991,64838,-5.05,12.5297,7.05
"Janesville-Beloit, WI",1992,68815,6.13,8.0468,-4.48
"Janesville-Beloit, WI",1993,70718,2.77,6.3321,-1.71
"Janesville-Beloit, WI",1994,73027,3.27,5.0127,-1.32
"Janesville-Beloit, WI",1995,76153,4.28,4.0712,-0.94
"Janesville-Beloit, WI",1996,76699,0.72,3.9002,-0.17
"Janesville-Beloit, WI",1997,77986,1.68,4.1216,0.22
"Janesville-Beloit, WI",1998,76872,-1.43,4.052,-0.07
"Janesville-Beloit, WI",1999,76014,-1.12,4.0915,0.04
"Janesville-Beloit, WI",2000,78752,3.6,4.3183,0.23
"Janesville-Beloit, WI",2001,78526,-0.29,5.6048,1.29
"Janesville-Beloit, WI",2002,77440,-1.38,6.1688,0.56
"Janesville-Beloit, WI",2003,77856,0.54,6.2395,0.07
"Janesville-Beloit, WI",2004,78443,0.75,5.6208,-0.62
"Janesville-Beloit, WI",2005,78337,-0.14,5.8375,0.22
"Janesville-Beloit, WI",2006,79907,2,5.0588,-0.78
"Janesville-Beloit, WI",2007,79646,-0.33,5.6176,0.56
"Janesville-Beloit, WI",2008,78299,-1.69,6.2606,0.64
"Janesville-Beloit, WI",2009,72056,-7.97,12.5567,6.3
"Janesville-Beloit, WI",2010,73384,1.84,11.2636,-1.29
"Janesville-Beloit, WI",2011,73449,0.09,9.5314,-1.73
"Janesville-Beloit, WI",2012,74654,1.64,8.3287,-1.2
"Janesville-Beloit, WI",2013,75847,1.6,7.7101,-0.62
"Janesville-Beloit, WI",2014,77267,1.87,6.1249,-1.59
"Janesville-Beloit, WI",2015,79082,2.35,5.1836,-0.94
"Janesville-Beloit, WI",2016,80725,2.08,4.4045,-0.78
"Janesville-Beloit, WI",2017,82531,2.24,3.722,-0.68
"Janesville-Beloit, WI",2018,82714,0.22,3.1947,-0.53
"La Crosse-Onalaska, WI-MN",1990,60548,null,3.8337,null
"La Crosse-Onalaska, WI-MN",1991,60914,0.6,4.2955,0.46
"La Crosse-Onalaska, WI-MN",1992,62742,3,4.3222,0.03
"La Crosse-Onalaska, WI-MN",1993,64556,2.89,4.4187,0.1
"La Crosse-Onalaska, WI-MN",1994,66884,3.61,3.802,-0.62
"La Crosse-Onalaska, WI-MN",1995,68353,2.2,3.746,-0.06
"La Crosse-Onalaska, WI-MN",1996,69260,1.33,3.1919,-0.55
"La Crosse-Onalaska, WI-MN",1997,69984,1.05,2.8927,-0.3
"La Crosse-Onalaska, WI-MN",1998,69984,0,2.7681,-0.12
"La Crosse-Onalaska, WI-MN",1999,69568,-0.59,3.0618,0.29
"La Crosse-Onalaska, WI-MN",2000,69613,0.07,3.4263,0.36
"La Crosse-Onalaska, WI-MN",2001,70291,0.97,3.9024,0.48
"La Crosse-Onalaska, WI-MN",2002,70332,0.06,4.4632,0.56
"La Crosse-Onalaska, WI-MN",2003,70048,-0.4,4.7032,0.24
"La Crosse-Onalaska, WI-MN",2004,70357,0.44,4.2665,-0.44
"La Crosse-Onalaska, WI-MN",2005,69556,-1.14,4.0808,-0.19
"La Crosse-Onalaska, WI-MN",2006,72014,3.53,3.8537,-0.23
"La Crosse-Onalaska, WI-MN",2007,72325,0.43,4.0844,0.23
"La Crosse-Onalaska, WI-MN",2008,73061,1.02,4.1964,0.11
"La Crosse-Onalaska, WI-MN",2009,71745,-1.8,6.8375,2.64
"La Crosse-Onalaska, WI-MN",2010,71237,-0.71,6.7878,-0.05
"La Crosse-Onalaska, WI-MN",2011,71568,0.47,6.1066,-0.68
"La Crosse-Onalaska, WI-MN",2012,72760,1.67,5.4903,-0.62
"La Crosse-Onalaska, WI-MN",2013,73191,0.59,5.2579,-0.23
"La Crosse-Onalaska, WI-MN",2014,73702,0.7,4.3656,-0.89
"La Crosse-Onalaska, WI-MN",2015,74184,0.65,3.8475,-0.52
"La Crosse-Onalaska, WI-MN",2016,75598,1.91,3.6381,-0.21
"La Crosse-Onalaska, WI-MN",2017,76470,1.15,2.9814,-0.66
"La Crosse-Onalaska, WI-MN",2018,77251,1.02,2.5738,-0.41
"Madison, WI",1990,265400,null,2.5525,null
"Madison, WI",1991,266979,0.6,3.0626,0.51
"Madison, WI",1992,279085,4.53,2.7554,-0.31
"Madison, WI",1993,289224,3.63,2.7418,-0.01
"Madison, WI",1994,295936,2.32,2.7493,0.01
"Madison, WI",1995,303541,2.57,2.3011,-0.45
"Madison, WI",1996,310831,2.4,2.2006,-0.1
"Madison, WI",1997,315255,1.42,2.1179,-0.08
"Madison, WI",1998,317399,0.68,1.9579,-0.16
"Madison, WI",1999,316644,-0.24,1.7828,-0.18
"Madison, WI",2000,319054,0.76,2.5912,0.81
"Madison, WI",2001,326455,2.32,3.0954,0.5
"Madison, WI",2002,329534,0.94,3.713,0.62
"Madison, WI",2003,332147,0.79,3.988,0.28
"Madison, WI",2004,336325,1.26,3.4667,-0.52
"Madison, WI",2005,339625,0.98,3.362,-0.1
"Madison, WI",2006,342538,0.86,3.4996,0.14
"Madison, WI",2007,345068,0.74,3.7113,0.21
"Madison, WI",2008,347919,0.83,3.6943,-0.02
"Madison, WI",2009,341654,-1.8,6.2417,2.55
"Madison, WI",2010,337394,-1.25,6.3747,0.13
"Madison, WI",2011,341321,1.16,5.7079,-0.67
"Madison, WI",2012,344177,0.84,5.2237,-0.48
"Madison, WI",2013,348619,1.29,4.9635,-0.26
"Madison, WI",2014,356820,2.35,3.9267,-1.04
"Madison, WI",2015,364507,2.15,3.3566,-0.57
"Madison, WI",2016,374258,2.68,2.956,-0.4
"Madison, WI",2017,380232,1.6,2.4792,-0.48
"Madison, WI",2018,384443,1.11,2.2195,-0.26
"Milwaukee-Waukesha-West Allis, WI",1990,712600,null,4.2064,null
"Milwaukee-Waukesha-West Allis, WI",1991,703629,-1.26,5.0458,0.84
"Milwaukee-Waukesha-West Allis, WI",1992,721468,2.54,4.765,-0.28
"Milwaukee-Waukesha-West Allis, WI",1993,734758,1.84,4.4502,-0.31
"Milwaukee-Waukesha-West Allis, WI",1994,750573,2.15,4.3606,-0.09
"Milwaukee-Waukesha-West Allis, WI",1995,766448,2.12,3.5277,-0.83
"Milwaukee-Waukesha-West Allis, WI",1996,778654,1.59,3.516,-0.01
"Milwaukee-Waukesha-West Allis, WI",1997,788083,1.21,3.4685,-0.05
"Milwaukee-Waukesha-West Allis, WI",1998,788030,-0.01,3.2979,-0.17
"Milwaukee-Waukesha-West Allis, WI",1999,785995,-0.26,3.1811,-0.12
