area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Elmira, NY",1974,99900,-0.597,-600,null,null,null,null
"Elmira, NY",1975,100500,0.6006,600,null,null,null,null
"Elmira, NY",1976,100000,-0.4975,-500,null,null,null,null
"Elmira, NY",1977,99300,-0.7,-700,null,null,null,null
"Elmira, NY",1978,98700,-0.6042,-600,null,null,null,null
"Elmira, NY",1979,99300,0.6079,600,null,null,null,null
"Elmira, NY",1980,97656,-1.6556,-1644,null,null,null,null
"Elmira, NY",1981,96406,-1.28,-1250,null,null,null,null
"Elmira, NY",1982,96032,-0.3879,-374,1398,935,null,null
"Elmira, NY",1983,94659,-1.4297,-1373,1358,937,null,null
"Elmira, NY",1984,93190,-1.5519,-1469,1300,947,null,null
"Elmira, NY",1985,92200,-1.0623,-990,1294,961,null,null
"Elmira, NY",1986,91179,-1.1074,-1021,1289,959,null,null
"Elmira, NY",1987,91819,0.7019,640,1299,972,null,null
"Elmira, NY",1988,93142,1.4409,1323,1338,1002,null,null
"Elmira, NY",1989,94701,1.6738,1559,1375,991,null,null
"Elmira, NY",1990,95195,0.5216,494,1052,731,null,null
"Elmira, NY",1991,95001,-0.2038,-194,1310,960,null,null
"Elmira, NY",1992,94954,-0.0495,-47,1291,958,59,-350
"Elmira, NY",1993,94711,-0.2559,-243,1260,1057,20,-373
"Elmira, NY",1994,94132,-0.6113,-579,1140,964,43,-702
"Elmira, NY",1995,93675,-0.4855,-457,1247,966,25,-675
"Elmira, NY",1996,92972,-0.7505,-703,1081,965,57,-773
"Elmira, NY",1997,92162,-0.8712,-810,1078,952,-6,-878
"Elmira, NY",1998,91791,-0.4026,-371,1019,951,-11,-382
"Elmira, NY",1999,91284,-0.5523,-507,1055,904,-12,-592
"Elmira, NY",2000,91070,-0.2344,-214,null,null,null,null
"Elmira, NY",2001,90780,-0.3184,-290,1130,910,51,-598
"Elmira, NY",2002,90613,-0.184,-167,1083,916,47,-398
"Elmira, NY",2003,90154,-0.5065,-459,1058,946,37,-647
"Elmira, NY",2004,89777,-0.4182,-377,1041,931,32,-510
"Elmira, NY",2005,88860,-1.0214,-917,1013,975,33,-1005
"Elmira, NY",2006,88732,-0.144,-128,965,945,35,-174
"Elmira, NY",2007,88634,-0.1104,-98,1111,896,31,-337
"Elmira, NY",2008,88503,-0.1478,-131,1071,938,32,-314
"Elmira, NY",2009,88849,0.3909,346,1071,920,32,270
"Elmira, NY",2010,88830,-0.0214,-19,254,197,18,73
"Elmira, NY",2011,88983,0.1722,153,1024,970,61,-107
"Elmira, NY",2012,89197,0.2405,214,1049,916,74,21
"Elmira, NY",2013,88374,-0.9227,-823,1023,928,66,-998
"Elmira, NY",2014,87414,-1.0863,-960,918,881,70,-1086
"Elmira, NY",2015,87030,-0.4393,-384,1024,1017,73,-458
"Elmira, NY",2016,86040,-1.1375,-990,937,981,78,-1024
"Elmira, NY",2017,85557,-0.5614,-483,937,932,81,-569
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"El Paso, TX",1970,361683,null,null,null,null,null,null
"El Paso, TX",1971,371600,2.7419,9917,null,null,null,null
"El Paso, TX",1972,380800,2.4758,9200,null,null,null,null
"El Paso, TX",1973,400700,5.2258,19900,null,null,null,null
"El Paso, TX",1974,414100,3.3441,13400,null,null,null,null
"El Paso, TX",1975,430000,3.8397,15900,null,null,null,null
"El Paso, TX",1976,443000,3.0233,13000,null,null,null,null
"El Paso, TX",1977,452600,2.167,9600,null,null,null,null
"El Paso, TX",1978,463100,2.3199,10500,null,null,null,null
"El Paso, TX",1979,474900,2.548,11800,null,null,null,null
"El Paso, TX",1980,482627,1.6271,7727,null,null,null,null
"El Paso, TX",1981,500476,3.6983,17849,null,null,null,null
"El Paso, TX",1982,514949,2.8918,14473,11120,2596,null,null
"El Paso, TX",1983,523973,1.7524,9024,11169,2691,null,null
"El Paso, TX",1984,532385,1.6054,8412,11315,2768,null,null
"El Paso, TX",1985,541534,1.7185,9149,11583,2875,null,null
"El Paso, TX",1986,552279,1.9842,10745,11637,2962,null,null
"El Paso, TX",1987,562186,1.7938,9907,11925,2989,null,null
"El Paso, TX",1988,571624,1.6788,9438,12626,3004,null,null
"El Paso, TX",1989,583850,2.1388,12226,13445,3140,null,null
"El Paso, TX",1990,594525,1.8284,10675,10407,2438,null,null
"El Paso, TX",1991,611092,2.7866,16567,14984,3245,null,null
"El Paso, TX",1992,622040,1.7915,10948,15146,3385,6761,-6229
"El Paso, TX",1993,636952,2.3973,14912,16029,3559,6967,-2606
"El Paso, TX",1994,649075,1.9033,12123,15884,3615,6658,-4568
"El Paso, TX",1995,657359,1.2763,8284,15567,3602,7176,-8334
"El Paso, TX",1996,659655,0.3493,2296,15434,3680,8928,-15611
"El Paso, TX",1997,668300,1.3105,8645,14831,3833,7971,-8070
"El Paso, TX",1998,674484,0.9253,6184,14964,3837,6218,-8409
"El Paso, TX",1999,678720,0.628,4236,15206,3905,6218,-10309
"El Paso, TX",2000,682966,0.6256,4246,null,null,null,null
"El Paso, TX",2001,692568,1.4059,9602,14255,4106,4598,-10431
"El Paso, TX",2002,699844,1.0506,7276,14055,4195,3879,-9342
"El Paso, TX",2003,708545,1.2433,8701,14186,4181,2324,-5750
"El Paso, TX",2004,720997,1.7574,12452,14663,4362,4008,-5885
"El Paso, TX",2005,731511,1.4583,10514,14436,4234,3490,-6724
"El Paso, TX",2006,748254,2.2888,16743,14422,4575,3833,-1025
"El Paso, TX",2007,759040,1.4415,10786,14298,4316,3046,-5936
"El Paso, TX",2008,773304,1.8792,14264,14621,4463,3100,-2707
"El Paso, TX",2009,790182,2.1826,16878,15090,4628,2998,-511
"El Paso, TX",2010,804123,1.7643,13941,3301,1128,260,472
"El Paso, TX",2011,822747,2.3161,18624,13867,4794,1517,5117
"El Paso, TX",2012,834478,1.4258,11731,13977,4829,3053,-333
"El Paso, TX",2013,833522,-0.1146,-956,13725,4857,2666,-12696
"El Paso, TX",2014,836753,0.3876,3231,13603,4941,2905,-8396
"El Paso, TX",2015,836326,-0.051,-427,13738,5310,3747,-12739
"El Paso, TX",2016,841220,0.5852,4894,13309,5312,3439,-6540
"El Paso, TX",2017,844818,0.4277,3598,13283,5399,3110,-7411
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Enid, OK",1970,56343,null,null,null,null,null,null
"Enid, OK",1971,57600,2.231,1257,null,null,null,null
"Enid, OK",1972,57600,0,0,null,null,null,null
"Enid, OK",1973,56500,-1.9097,-1100,null,null,null,null
"Enid, OK",1974,57600,1.9469,1100,null,null,null,null
"Enid, OK",1975,58700,1.9097,1100,null,null,null,null
"Enid, OK",1976,60100,2.385,1400,null,null,null,null
"Enid, OK",1977,61100,1.6639,1000,null,null,null,null
"Enid, OK",1978,61900,1.3093,800,null,null,null,null
"Enid, OK",1979,62300,0.6462,400,null,null,null,null
"Enid, OK",1980,62820,0.8347,520,null,null,null,null
"Enid, OK",1981,64500,2.6743,1680,null,null,null,null
"Enid, OK",1982,67597,4.8016,3097,1297,619,null,null
"Enid, OK",1983,67225,-0.5503,-372,1298,636,null,null
"Enid, OK",1984,65759,-2.1807,-1466,1200,602,null,null
"Enid, OK",1985,64151,-2.4453,-1608,1068,613,null,null
"Enid, OK",1986,62550,-2.4957,-1601,958,639,null,null
"Enid, OK",1987,59858,-4.3038,-2692,870,635,null,null
"Enid, OK",1988,57691,-3.6202,-2167,833,616,null,null
"Enid, OK",1989,57178,-0.8892,-513,825,581,null,null
"Enid, OK",1990,56735,-0.7748,-443,620,421,null,null
"Enid, OK",1991,56486,-0.4389,-249,828,559,null,null
"Enid, OK",1992,56780,0.5205,294,832,545,23,-271
"Enid, OK",1993,56879,0.1744,99,732,630,16,-233
"Enid, OK",1994,57296,0.7331,417,771,618,14,31
"Enid, OK",1995,57939,1.1222,643,714,629,50,323
"Enid, OK",1996,57794,-0.2503,-145,787,702,12,-351
"Enid, OK",1997,57831,0.064,37,802,672,31,-258
"Enid, OK",1998,58122,0.5032,291,809,682,16,-6
"Enid, OK",1999,58197,0.129,75,848,693,18,-145
"Enid, OK",2000,57813,-0.6598,-384,null,null,null,null
"Enid, OK",2001,57279,-0.9237,-534,822,668,49,-669
"Enid, OK",2002,57249,-0.0524,-30,809,741,-14,-63
"Enid, OK",2003,57230,-0.0332,-19,915,679,-142,30
"Enid, OK",2004,57459,0.4001,229,879,730,119,-197
"Enid, OK",2005,57358,-0.1758,-101,911,670,28,-446
"Enid, OK",2006,57723,0.6364,365,935,693,75,-72
"Enid, OK",2007,58153,0.7449,430,1024,656,20,-90
"Enid, OK",2008,58845,1.19,692,947,671,42,307
"Enid, OK",2009,59989,1.9441,1144,963,655,30,549
"Enid, OK",2010,60580,0.9852,591,251,180,49,40
"Enid, OK",2011,60664,0.1387,84,965,719,205,-529
"Enid, OK",2012,61270,0.9989,606,937,643,249,73
"Enid, OK",2013,62272,1.6354,1002,949,718,156,612
"Enid, OK",2014,62704,0.6937,432,994,697,119,23
"Enid, OK",2015,63163,0.732,459,1034,690,151,-26
"Enid, OK",2016,62384,-1.2333,-779,937,647,130,-1199
"Enid, OK",2017,61581,-1.2872,-803,952,648,109,-1218
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Erie, PA",1970,263654,null,null,null,null,null,null
"Erie, PA",1971,268600,1.8759,4946,null,null,null,null
"Erie, PA",1972,272400,1.4147,3800,null,null,null,null
"Erie, PA",1973,274500,0.7709,2100,null,null,null,null
"Erie, PA",1974,275300,0.2914,800,null,null,null,null
"Erie, PA",1975,279300,1.453,4000,null,null,null,null
"Erie, PA",1976,281400,0.7519,2100,null,null,null,null
"Erie, PA",1977,280000,-0.4975,-1400,null,null,null,null
"Erie, PA",1978,278400,-0.5714,-1600,null,null,null,null
"Erie, PA",1979,278800,0.1437,400,null,null,null,null
"Erie, PA",1980,279780,0.3515,980,null,null,null,null
"Erie, PA",1981,280529,0.2677,749,null,null,null,null
"Erie, PA",1982,281320,0.282,791,4292,2528,null,null
"Erie, PA",1983,281683,0.129,363,4291,2584,null,null
"Erie, PA",1984,280928,-0.268,-755,4215,2635,null,null
"Erie, PA",1985,277584,-1.1903,-3344,4139,2597,null,null
"Erie, PA",1986,277123,-0.1661,-461,4092,2584,null,null
"Erie, PA",1987,275759,-0.4922,-1364,3984,2565,null,null
"Erie, PA",1988,274732,-0.3724,-1027,3956,2582,null,null
"Erie, PA",1989,275474,0.2701,742,4044,2616,null,null
"Erie, PA",1990,275575,0.0367,101,3060,1976,null,null
"Erie, PA",1991,277973,0.8702,2398,4228,2584,null,null
"Erie, PA",1992,279548,0.5666,1575,4034,2565,204,-519
"Erie, PA",1993,280796,0.4464,1248,4167,2601,253,-984
"Erie, PA",1994,281649,0.3038,853,4036,2701,219,-501
"Erie, PA",1995,282127,0.1697,478,3870,2660,245,-1394
"Erie, PA",1996,282582,0.1613,455,3653,2662,283,-1179
"Erie, PA",1997,282609,0.0096,27,3595,2706,378,-1726
"Erie, PA",1998,281764,-0.299,-845,3498,2669,343,-2538
"Erie, PA",1999,281294,-0.1668,-470,3593,2647,383,-2438
"Erie, PA",2000,280843,-0.1603,-451,null,null,null,null
"Erie, PA",2001,280647,-0.0698,-196,3476,2682,451,-1446
"Erie, PA",2002,280379,-0.0955,-268,3307,2705,425,-1405
"Erie, PA",2003,280153,-0.0806,-226,3359,2694,367,-1455
"Erie, PA",2004,277864,-0.8171,-2289,3310,2669,372,-3398
"Erie, PA",2005,277211,-0.235,-653,3289,2781,375,-1703
"Erie, PA",2006,278389,0.4249,1178,3328,2655,403,-22
"Erie, PA",2007,278573,0.0661,184,3429,2697,364,-1171
"Erie, PA",2008,278686,0.0406,113,3469,2605,357,-1348
"Erie, PA",2009,279838,0.4134,1152,3307,2652,358,-303
"Erie, PA",2010,280566,0.2602,728,838,547,64,-116
"Erie, PA",2011,281288,0.2573,722,3285,2804,498,-441
"Erie, PA",2012,281503,0.0764,215,3203,2816,843,-997
"Erie, PA",2013,280647,-0.3041,-856,3114,2917,556,-1614
"Erie, PA",2014,279351,-0.4618,-1296,3159,2853,561,-2181
"Erie, PA",2015,278111,-0.4439,-1240,3140,2929,516,-1967
"Erie, PA",2016,276321,-0.6436,-1790,3150,2774,928,-3095
"Erie, PA",2017,274541,-0.6442,-1780,3031,2756,924,-2990
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Eugene, OR",1970,215401,null,null,null,null,null,null
"Eugene, OR",1971,220800,2.5065,5399,null,null,null,null
"Eugene, OR",1972,227000,2.808,6200,null,null,null,null
"Eugene, OR",1973,230700,1.63,3700,null,null,null,null
"Eugene, OR",1974,236600,2.5574,5900,null,null,null,null
"Eugene, OR",1975,240300,1.5638,3700,null,null,null,null
"Eugene, OR",1976,245900,2.3304,5600,null,null,null,null
"Eugene, OR",1977,251900,2.44,6000,null,null,null,null
"Eugene, OR",1978,260200,3.295,8300,null,null,null,null
"Eugene, OR",1979,267800,2.9208,7600,null,null,null,null
"Eugene, OR",1980,275226,2.773,7426,null,null,null,null
"Eugene, OR",1981,277068,0.6693,1842,null,null,null,null
"Eugene, OR",1982,272346,-1.7043,-4722,4083,1887,null,null
"Eugene, OR",1983,268453,-1.4294,-3893,3960,1907,null,null
"Eugene, OR",1984,267878,-0.2142,-575,3928,2003,null,null
"Eugene, OR",1985,267051,-0.3087,-827,3818,2133,null,null
"Eugene, OR",1986,266239,-0.3041,-812,3712,2174,null,null
"Eugene, OR",1987,268636,0.9003,2397,3708,2200,null,null
"Eugene, OR",1988,273014,1.6297,4378,3777,2291,null,null
"Eugene, OR",1989,278665,2.0699,5651,3873,2302,null,null
"Eugene, OR",1990,282912,1.5241,4247,2948,1703,null,null
"Eugene, OR",1991,288490,1.9716,5578,3795,2257,null,null
"Eugene, OR",1992,292482,1.3838,3992,3733,2281,254,1701
"Eugene, OR",1993,297281,1.6408,4799,3536,2451,201,2877
"Eugene, OR",1994,301819,1.5265,4538,3482,2578,257,2761
"Eugene, OR",1995,306704,1.6185,4885,3676,2578,276,2776
"Eugene, OR",1996,311004,1.402,4300,3710,2675,263,2279
"Eugene, OR",1997,316579,1.7926,5575,3630,2743,350,3541
"Eugene, OR",1998,319646,0.9688,3067,3620,2701,307,1082
"Eugene, OR",1999,321778,0.667,2132,3751,2775,265,440
"Eugene, OR",2000,322959,0.367,1181,null,null,null,null
"Eugene, OR",2001,324855,0.5871,1896,3653,2828,759,89
"Eugene, OR",2002,327506,0.8161,2651,3590,3011,699,1617
"Eugene, OR",2003,330845,1.0195,3339,3576,2815,595,2096
"Eugene, OR",2004,332327,0.4479,1482,3644,3001,545,492
"Eugene, OR",2005,335831,1.0544,3504,3509,3026,563,2633
"Eugene, OR",2006,339926,1.2194,4095,3590,3009,564,3113
"Eugene, OR",2007,344844,1.4468,4918,3753,3049,518,4294
"Eugene, OR",2008,348176,0.9662,3332,3816,3045,498,2350
"Eugene, OR",2009,350850,0.768,2674,3893,3063,498,1313
"Eugene, OR",2010,351715,0.2465,865,947,726,111,-122
"Eugene, OR",2011,353419,0.4845,1704,3468,3123,577,659
"Eugene, OR",2012,354486,0.3019,1067,3477,3407,519,531
"Eugene, OR",2013,355041,0.1566,555,3451,3309,380,88
"Eugene, OR",2014,357564,0.7106,2523,3641,3383,582,1718
"Eugene, OR",2015,361721,1.1626,4157,3709,3523,665,3286
"Eugene, OR",2016,368283,1.8141,6562,3555,3554,660,5894
"Eugene, OR",2017,374748,1.7554,6465,3685,3481,657,5583
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Evansville, IN-KY",1970,254515,null,null,null,null,null,null
"Evansville, IN-KY",1971,257700,1.2514,3185,null,null,null,null
"Evansville, IN-KY",1972,258200,0.194,500,null,null,null,null
"Evansville, IN-KY",1973,260100,0.7359,1900,null,null,null,null
"Evansville, IN-KY",1974,260600,0.1922,500,null,null,null,null
"Evansville, IN-KY",1975,260900,0.1151,300,null,null,null,null
"Evansville, IN-KY",1976,262500,0.6133,1600,null,null,null,null
"Evansville, IN-KY",1977,266000,1.3333,3500,null,null,null,null
"Evansville, IN-KY",1978,270300,1.6165,4300,null,null,null,null
"Evansville, IN-KY",1979,272800,0.9249,2500,null,null,null,null
"Evansville, IN-KY",1980,276252,1.2654,3452,null,null,null,null
"Evansville, IN-KY",1981,276701,0.1625,449,null,null,null,null
"Evansville, IN-KY",1982,277792,0.3943,1091,4258,2642,null,null
"Evansville, IN-KY",1983,278314,0.1879,522,4172,2637,null,null
"Evansville, IN-KY",1984,279451,0.4085,1137,4041,2653,null,null
"Evansville, IN-KY",1985,280221,0.2755,770,4083,2712,null,null
"Evansville, IN-KY",1986,279786,-0.1552,-435,4112,2697,null,null
"Evansville, IN-KY",1987,279347,-0.1569,-439,3981,2668,null,null
"Evansville, IN-KY",1988,278923,-0.1518,-424,3944,2748,null,null
"Evansville, IN-KY",1989,278930,0.0025,7,3946,2784,null,null
"Evansville, IN-KY",1990,278990,0.0215,60,2933,2080,null,null
"Evansville, IN-KY",1991,281270,0.8172,2280,3980,2720,null,null
"Evansville, IN-KY",1992,284179,1.0342,2909,3893,2800,51,1361
"Evansville, IN-KY",1993,286723,0.8952,2544,3831,2750,72,971
"Evansville, IN-KY",1994,288681,0.6829,1958,3880,2975,96,541
"Evansville, IN-KY",1995,289950,0.4396,1269,3784,2821,115,-208
"Evansville, IN-KY",1996,292136,0.7539,2186,3820,2854,108,701
"Evansville, IN-KY",1997,293894,0.6018,1758,3656,2912,131,386
"Evansville, IN-KY",1998,294517,0.212,623,3720,2932,118,-747
"Evansville, IN-KY",1999,295610,0.3711,1093,3727,2925,97,131
"Evansville, IN-KY",2000,296195,0.1979,585,null,null,null,null
"Evansville, IN-KY",2001,297027,0.2809,832,3905,3026,213,-747
"Evansville, IN-KY",2002,298383,0.4565,1356,3721,3076,203,253
"Evansville, IN-KY",2003,300628,0.7524,2245,3805,2910,181,824
"Evansville, IN-KY",2004,302310,0.5595,1682,4010,3009,183,201
"Evansville, IN-KY",2005,303844,0.5074,1534,3964,2974,181,18
"Evansville, IN-KY",2006,305549,0.5611,1705,3948,3025,186,248
"Evansville, IN-KY",2007,307468,0.628,1919,4119,2936,165,223
"Evansville, IN-KY",2008,308614,0.3727,1146,3978,2968,161,-362
"Evansville, IN-KY",2009,310170,0.5042,1556,3972,3004,162,143
"Evansville, IN-KY",2010,311552,0.4456,1382,992,832,29,73
"Evansville, IN-KY",2011,312631,0.3463,1079,3781,3062,155,-1
"Evansville, IN-KY",2012,313452,0.2626,821,3802,2966,217,-208
"Evansville, IN-KY",2013,314454,0.3197,1002,3792,3248,209,274
"Evansville, IN-KY",2014,315055,0.1911,601,3687,3171,216,-85
"Evansville, IN-KY",2015,315439,0.1219,384,3776,3322,236,-274
"Evansville, IN-KY",2016,315700,0.0827,261,3729,3298,247,-408
"Evansville, IN-KY",2017,315669,-0.0098,-31,3683,3247,245,-696
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Fairbanks, AK",1970,45864,null,null,null,null,null,null
"Fairbanks, AK",1971,47300,3.131,1436,null,null,null,null
"Fairbanks, AK",1972,47700,0.8457,400,null,null,null,null
"Fairbanks, AK",1973,47700,0,0,null,null,null,null
"Fairbanks, AK",1974,48500,1.6771,800,null,null,null,null
"Fairbanks, AK",1975,51800,6.8041,3300,null,null,null,null
"Fairbanks, AK",1976,56000,8.1081,4200,null,null,null,null
"Fairbanks, AK",1977,55400,-1.0714,-600,null,null,null,null
"Fairbanks, AK",1978,55300,-0.1805,-100,null,null,null,null
"Fairbanks, AK",1979,54900,-0.7233,-400,null,null,null,null
"Fairbanks, AK",1980,53983,-1.6703,-917,null,null,null,null
"Fairbanks, AK",1981,56576,4.8034,2593,null,null,null,null
"Fairbanks, AK",1982,59905,5.8841,3329,1578,222,null,null
"Fairbanks, AK",1983,65695,9.6653,5790,1675,240,null,null
"Fairbanks, AK",1984,68300,3.9653,2605,1740,244,null,null
"Fairbanks, AK",1985,71433,4.5871,3133,1830,237,null,null
"Fairbanks, AK",1986,73520,2.9216,2087,1838,242,null,null
"Fairbanks, AK",1987,73528,0.0109,8,1765,254,null,null
"Fairbanks, AK",1988,75364,2.497,1836,1700,246,null,null
"Fairbanks, AK",1989,77121,2.3314,1757,1743,236,null,null
"Fairbanks, AK",1990,77720,0.7767,599,1346,178,null,null
"Fairbanks, AK",1991,80479,3.5499,2759,1726,277,null,null
"Fairbanks, AK",1992,82506,2.5187,2027,1748,270,64,-262
"Fairbanks, AK",1993,82979,0.5733,473,1650,270,67,-1488
"Fairbanks, AK",1994,83512,0.6423,533,1606,297,45,-1152
"Fairbanks, AK",1995,81941,-1.8812,-1571,1516,318,107,-3043
"Fairbanks, AK",1996,82880,1.1459,939,1455,304,71,-125
"Fairbanks, AK",1997,82483,-0.479,-397,1470,316,84,-1768
"Fairbanks, AK",1998,83299,0.9893,816,1417,303,118,-347
"Fairbanks, AK",1999,83390,0.1092,91,1459,327,100,-1131
"Fairbanks, AK",2000,82840,-0.6596,-550,null,null,null,null
"Fairbanks, AK",2001,84814,2.3829,1974,1547,350,72,79
"Fairbanks, AK",2002,86095,1.5104,1281,1492,310,-251,233
"Fairbanks, AK",2003,86885,0.9176,790,1578,329,-914,582
"Fairbanks, AK",2004,89043,2.4837,2158,1566,345,601,195
"Fairbanks, AK",2005,90431,1.5588,1388,1583,374,97,-211
"Fairbanks, AK",2006,90545,0.1261,114,1525,341,379,-2193
"Fairbanks, AK",2007,93545,3.3133,3000,1601,357,69,1804
"Fairbanks, AK",2008,94552,1.0765,1007,1911,354,196,-1374
"Fairbanks, AK",2009,95238,0.7255,686,1828,339,137,-1329
"Fairbanks, AK",2010,97581,2.4602,2343,481,118,104,195
"Fairbanks, AK",2011,98136,0.5688,555,1775,448,138,-1640
"Fairbanks, AK",2012,100354,2.2601,2218,1600,450,443,585
"Fairbanks, AK",2013,100898,0.5421,544,1711,472,384,-1071
"Fairbanks, AK",2014,99308,-1.5758,-1590,1701,436,299,-3228
"Fairbanks, AK",2015,99643,0.3373,335,1697,491,430,-1307
"Fairbanks, AK",2016,100602,0.9624,959,1699,508,291,-524
"Fairbanks, AK",2017,99703,-0.8936,-899,1700,494,132,-2242
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Fargo, ND-MN",1970,120261,null,null,null,null,null,null
"Fargo, ND-MN",1971,123500,2.6933,3239,null,null,null,null
"Fargo, ND-MN",1972,125400,1.5385,1900,null,null,null,null
"Fargo, ND-MN",1973,126300,0.7177,900,null,null,null,null
"Fargo, ND-MN",1974,127500,0.9501,1200,null,null,null,null
"Fargo, ND-MN",1975,128900,1.098,1400,null,null,null,null
"Fargo, ND-MN",1976,131800,2.2498,2900,null,null,null,null
"Fargo, ND-MN",1977,133500,1.2898,1700,null,null,null,null
"Fargo, ND-MN",1978,136300,2.0974,2800,null,null,null,null
"Fargo, ND-MN",1979,137000,0.5136,700,null,null,null,null
"Fargo, ND-MN",1980,137574,0.419,574,null,null,null,null
"Fargo, ND-MN",1981,139144,1.1412,1570,null,null,null,null
"Fargo, ND-MN",1982,140221,0.774,1077,2297,928,null,null
"Fargo, ND-MN",1983,142387,1.5447,2166,2247,929,null,null
"Fargo, ND-MN",1984,144178,1.2578,1791,2233,982,null,null
"Fargo, ND-MN",1985,146132,1.3553,1954,2248,992,null,null
"Fargo, ND-MN",1986,147258,0.7705,1126,2249,968,null,null
"Fargo, ND-MN",1987,148578,0.8964,1320,2196,958,null,null
"Fargo, ND-MN",1988,150478,1.2788,1900,2167,974,null,null
"Fargo, ND-MN",1989,151829,0.8978,1351,2196,994,null,null
"Fargo, ND-MN",1990,153296,0.9662,1467,1671,747,null,null
"Fargo, ND-MN",1991,155533,1.4593,2237,2156,917,null,null
"Fargo, ND-MN",1992,158182,1.7032,2649,2239,1045,259,934
"Fargo, ND-MN",1993,160472,1.4477,2290,2200,1075,388,544
"Fargo, ND-MN",1994,162919,1.5249,2447,2226,1113,378,723
"Fargo, ND-MN",1995,165081,1.327,2162,2327,1127,407,305
"Fargo, ND-MN",1996,166691,0.9753,1610,2267,1097,307,-86
"Fargo, ND-MN",1997,168747,1.2334,2056,2234,1100,494,101
"Fargo, ND-MN",1998,170893,1.2717,2146,2191,1077,522,149
"Fargo, ND-MN",1999,172892,1.1697,1999,2122,1089,601,135
"Fargo, ND-MN",2000,174367,0.8531,1475,null,null,null,null
"Fargo, ND-MN",2001,177033,1.529,2666,2208,1168,419,225
"Fargo, ND-MN",2002,178891,1.0495,1858,2219,1128,403,-68
"Fargo, ND-MN",2003,181539,1.4802,2648,2328,1247,325,743
"Fargo, ND-MN",2004,186448,2.7041,4909,2600,1208,341,2756
"Fargo, ND-MN",2005,189303,1.5313,2855,2486,1098,346,587
"Fargo, ND-MN",2006,193412,2.1706,4109,2745,1151,357,1597
"Fargo, ND-MN",2007,197121,1.9177,3709,2837,1193,323,1152
"Fargo, ND-MN",2008,201346,2.1434,4225,2858,1261,320,1677
"Fargo, ND-MN",2009,206223,2.4222,4877,2921,1253,320,2185
"Fargo, ND-MN",2010,208777,1.2385,2554,737,373,115,98
"Fargo, ND-MN",2011,212706,1.8819,3929,2994,1348,542,1148
"Fargo, ND-MN",2012,216972,2.0056,4266,3145,1254,684,1660
"Fargo, ND-MN",2013,223477,2.9981,6505,3206,1455,683,3964
"Fargo, ND-MN",2014,227998,2.023,4521,3345,1449,809,1791
"Fargo, ND-MN",2015,232987,2.1882,4989,3420,1535,871,2215
"Fargo, ND-MN",2016,237483,1.9297,4496,3498,1521,889,1626
"Fargo, ND-MN",2017,241356,1.6309,3873,3507,1536,883,1019
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Farmington, NM",1970,52517,null,null,null,null,null,null
"Farmington, NM",1971,53900,2.6334,1383,null,null,null,null
"Farmington, NM",1972,55800,3.525,1900,null,null,null,null
"Farmington, NM",1973,58700,5.1971,2900,null,null,null,null
"Farmington, NM",1974,61100,4.0886,2400,null,null,null,null
"Farmington, NM",1975,64600,5.7283,3500,null,null,null,null
"Farmington, NM",1976,68200,5.5728,3600,null,null,null,null
"Farmington, NM",1977,71400,4.6921,3200,null,null,null,null
"Farmington, NM",1978,75100,5.1821,3700,null,null,null,null
"Farmington, NM",1979,78900,5.0599,3800,null,null,null,null
"Farmington, NM",1980,81433,3.2104,2533,null,null,null,null
"Farmington, NM",1981,85794,5.3553,4361,null,null,null,null
"Farmington, NM",1982,88833,3.5422,3039,2453,457,null,null
"Farmington, NM",1983,90708,2.1107,1875,2400,475,null,null
"Farmington, NM",1984,91339,0.6956,631,2278,461,null,null
"Farmington, NM",1985,91644,0.3339,305,2234,446,null,null
"Farmington, NM",1986,93577,2.1092,1933,2178,463,null,null
"Farmington, NM",1987,92289,-1.3764,-1288,2019,491,null,null
"Farmington, NM",1988,92031,-0.2796,-258,1894,493,null,null
"Farmington, NM",1989,92413,0.4151,382,1893,519,null,null
"Farmington, NM",1990,91605,-0.8743,-808,1432,401,null,null
"Farmington, NM",1991,93755,2.347,2150,1973,474,null,null
"Farmington, NM",1992,95233,1.5764,1478,1910,541,51,-184
"Farmington, NM",1993,97821,2.7175,2588,1905,595,43,981
"Farmington, NM",1994,100106,2.3359,2285,1824,538,33,715
"Farmington, NM",1995,101390,1.2826,1284,1734,577,39,-166
"Farmington, NM",1996,103911,2.4864,2521,1795,656,46,1041
"Farmington, NM",1997,105501,1.5302,1590,1840,615,67,8
"Farmington, NM",1998,108565,2.9042,3064,1867,633,35,1465
"Farmington, NM",1999,112574,3.6927,4009,1935,705,40,2394
