area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Springfield, OH",1978,150700,-0.0663,-100,null,null,null,null
"Springfield, OH",1979,150800,0.0664,100,null,null,null,null
"Springfield, OH",1980,150236,-0.374,-564,null,null,null,null
"Springfield, OH",1981,149463,-0.5145,-773,null,null,null,null
"Springfield, OH",1982,147821,-1.0986,-1642,2231,1430,null,null
"Springfield, OH",1983,147142,-0.4593,-679,2204,1446,null,null
"Springfield, OH",1984,147100,-0.0285,-42,2144,1451,null,null
"Springfield, OH",1985,147075,-0.017,-25,2127,1492,null,null
"Springfield, OH",1986,147403,0.223,328,2105,1537,null,null
"Springfield, OH",1987,147514,0.0753,111,2055,1483,null,null
"Springfield, OH",1988,147992,0.324,478,2050,1436,null,null
"Springfield, OH",1989,147720,-0.1838,-272,2094,1433,null,null
"Springfield, OH",1990,147538,-0.1232,-182,1623,1082,null,null
"Springfield, OH",1991,147747,0.1417,209,2133,1447,null,null
"Springfield, OH",1992,147584,-0.1103,-163,2104,1505,25,-811
"Springfield, OH",1993,147442,-0.0962,-142,1998,1527,86,-733
"Springfield, OH",1994,147355,-0.059,-87,2031,1575,23,-599
"Springfield, OH",1995,147289,-0.0448,-66,1965,1536,28,-546
"Springfield, OH",1996,147116,-0.1175,-173,1837,1610,36,-426
"Springfield, OH",1997,146268,-0.5764,-848,1928,1650,46,-1222
"Springfield, OH",1998,145742,-0.3596,-526,1911,1589,57,-974
"Springfield, OH",1999,145159,-0.4,-583,1933,1638,28,-593
"Springfield, OH",2000,144742,-0.2873,-417,null,null,null,null
"Springfield, OH",2001,143803,-0.6487,-939,1997,1662,43,-985
"Springfield, OH",2002,143229,-0.3992,-574,1823,1605,32,-641
"Springfield, OH",2003,141758,-1.027,-1471,1743,1688,9,-1459
"Springfield, OH",2004,141380,-0.2667,-378,1807,1633,50,-450
"Springfield, OH",2005,141367,-0.0092,-13,1747,1675,35,9
"Springfield, OH",2006,140668,-0.4945,-699,1764,1572,47,-805
"Springfield, OH",2007,139829,-0.5964,-839,1875,1543,33,-1059
"Springfield, OH",2008,139404,-0.3039,-425,1835,1636,34,-611
"Springfield, OH",2009,138778,-0.4491,-626,1732,1606,31,-332
"Springfield, OH",2010,138333,-0.3207,-445,435,381,13,-140
"Springfield, OH",2011,137754,-0.4186,-579,1622,1602,47,-578
"Springfield, OH",2012,137115,-0.4639,-639,1595,1707,26,-546
"Springfield, OH",2013,136567,-0.3997,-548,1600,1748,8,-397
"Springfield, OH",2014,136233,-0.2446,-334,1556,1618,16,-270
"Springfield, OH",2015,135624,-0.447,-609,1629,1789,18,-458
"Springfield, OH",2016,134621,-0.7395,-1003,1575,1742,19,-853
"Springfield, OH",2017,134557,-0.0475,-64,1561,1680,19,44
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"State College, PA",1970,99267,null,null,null,null,null,null
"State College, PA",1971,101300,2.048,2033,null,null,null,null
"State College, PA",1972,104000,2.6654,2700,null,null,null,null
"State College, PA",1973,105000,0.9615,1000,null,null,null,null
"State College, PA",1974,108000,2.8571,3000,null,null,null,null
"State College, PA",1975,107500,-0.463,-500,null,null,null,null
"State College, PA",1976,110000,2.3256,2500,null,null,null,null
"State College, PA",1977,112900,2.6364,2900,null,null,null,null
"State College, PA",1978,111300,-1.4172,-1600,null,null,null,null
"State College, PA",1979,112500,1.0782,1200,null,null,null,null
"State College, PA",1980,112760,0.2311,260,null,null,null,null
"State College, PA",1981,114390,1.4455,1630,null,null,null,null
"State College, PA",1982,114706,0.2762,316,1326,660,null,null
"State College, PA",1983,116203,1.3051,1497,1342,660,null,null
"State College, PA",1984,115390,-0.6996,-813,1312,675,null,null
"State College, PA",1985,116567,1.02,1177,1326,689,null,null
"State College, PA",1986,117697,0.9694,1130,1364,717,null,null
"State College, PA",1987,119468,1.5047,1771,1389,751,null,null
"State College, PA",1988,120473,0.8412,1005,1411,752,null,null
"State College, PA",1989,122049,1.3082,1576,1439,732,null,null
"State College, PA",1990,124812,2.2638,2763,1100,536,null,null
"State College, PA",1991,126518,1.3669,1706,1477,713,null,null
"State College, PA",1992,127881,1.0773,1363,1470,766,124,255
"State College, PA",1993,129930,1.6023,2049,1391,745,132,969
"State College, PA",1994,130847,0.7058,917,1358,764,150,-100
"State College, PA",1995,131951,0.8437,1104,1344,769,145,116
"State College, PA",1996,134102,1.6302,2151,1320,699,142,1062
"State College, PA",1997,134849,0.557,747,1273,792,183,-236
"State College, PA",1998,134657,-0.1424,-192,1225,779,154,-1079
"State College, PA",1999,135315,0.4886,658,1271,769,147,-423
"State College, PA",2000,135758,0.3274,443,null,null,null,null
"State College, PA",2001,137620,1.3716,1862,1272,860,701,-27
"State College, PA",2002,140821,2.326,3201,1225,892,671,1564
"State College, PA",2003,142926,1.4948,2105,1307,919,593,482
"State College, PA",2004,144238,0.918,1312,1347,878,581,-399
"State College, PA",2005,145543,0.9048,1305,1218,868,607,-309
"State College, PA",2006,148734,2.1925,3191,1313,879,618,1448
"State College, PA",2007,149498,0.5137,764,1370,873,572,-1013
"State College, PA",2008,151645,1.4361,2147,1341,929,551,513
"State College, PA",2009,153052,0.9278,1407,1364,955,554,-267
"State College, PA",2010,153990,0.6129,938,393,216,151,-64
"State College, PA",2011,155039,0.6812,1049,1237,940,831,-362
"State College, PA",2012,155909,0.5611,870,1320,925,937,-459
"State College, PA",2013,158298,1.5323,2389,1282,935,1031,985
"State College, PA",2014,159637,0.8459,1339,1242,917,1133,-95
"State College, PA",2015,160553,0.5738,916,1309,959,1203,-633
"State College, PA",2016,162083,0.953,1530,1294,1010,1219,24
"State College, PA",2017,162660,0.356,577,1265,1043,1202,-853
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Staunton-Waynesboro, VA",1970,85431,null,null,null,null,null,null
"Staunton-Waynesboro, VA",1971,87800,2.773,2369,null,null,null,null
"Staunton-Waynesboro, VA",1972,88500,0.7973,700,null,null,null,null
"Staunton-Waynesboro, VA",1973,88100,-0.452,-400,null,null,null,null
"Staunton-Waynesboro, VA",1974,88900,0.9081,800,null,null,null,null
"Staunton-Waynesboro, VA",1975,90100,1.3498,1200,null,null,null,null
"Staunton-Waynesboro, VA",1976,90300,0.222,200,null,null,null,null
"Staunton-Waynesboro, VA",1977,90600,0.3322,300,null,null,null,null
"Staunton-Waynesboro, VA",1978,90700,0.1104,100,null,null,null,null
"Staunton-Waynesboro, VA",1979,90800,0.1103,100,null,null,null,null
"Staunton-Waynesboro, VA",1980,90918,0.13,118,null,null,null,null
"Staunton-Waynesboro, VA",1981,91309,0.4301,391,null,null,null,null
"Staunton-Waynesboro, VA",1982,91701,0.4293,392,1159,840,null,null
"Staunton-Waynesboro, VA",1983,91828,0.1385,127,1172,826,null,null
"Staunton-Waynesboro, VA",1984,91764,-0.0697,-64,1177,869,null,null
"Staunton-Waynesboro, VA",1985,91846,0.0894,82,1171,905,null,null
"Staunton-Waynesboro, VA",1986,92272,0.4638,426,1141,901,null,null
"Staunton-Waynesboro, VA",1987,93737,1.5877,1465,1147,877,null,null
"Staunton-Waynesboro, VA",1988,95015,1.3634,1278,1144,881,null,null
"Staunton-Waynesboro, VA",1989,96527,1.5913,1512,1204,903,null,null
"Staunton-Waynesboro, VA",1990,97687,1.2017,1160,962,672,null,null
"Staunton-Waynesboro, VA",1991,99110,1.4567,1423,1275,866,null,null
"Staunton-Waynesboro, VA",1992,100067,0.9656,957,1308,942,10,274
"Staunton-Waynesboro, VA",1993,101163,1.0953,1096,1151,918,17,560
"Staunton-Waynesboro, VA",1994,102263,1.0874,1100,1173,1015,48,587
"Staunton-Waynesboro, VA",1995,103697,1.4023,1434,1159,948,25,859
"Staunton-Waynesboro, VA",1996,104994,1.2508,1297,1136,975,27,742
"Staunton-Waynesboro, VA",1997,105988,0.9467,994,1220,1041,48,398
"Staunton-Waynesboro, VA",1998,106879,0.8407,891,1167,986,44,324
"Staunton-Waynesboro, VA",1999,108150,1.1892,1271,1228,1024,38,716
"Staunton-Waynesboro, VA",2000,108988,0.7748,838,null,null,null,null
"Staunton-Waynesboro, VA",2001,109602,0.5634,614,1201,1076,75,215
"Staunton-Waynesboro, VA",2002,110436,0.7609,834,1172,1102,66,1017
"Staunton-Waynesboro, VA",2003,111549,1.0078,1113,1289,1030,51,92
"Staunton-Waynesboro, VA",2004,112751,1.0776,1202,1333,1156,72,1034
"Staunton-Waynesboro, VA",2005,114085,1.1831,1334,1291,1099,65,1246
"Staunton-Waynesboro, VA",2006,116262,1.9082,2177,1310,1157,70,1793
"Staunton-Waynesboro, VA",2007,117708,1.2437,1446,1389,1215,60,1287
"Staunton-Waynesboro, VA",2008,118420,0.6049,712,1435,1137,58,418
"Staunton-Waynesboro, VA",2009,118593,0.1461,173,1385,1139,61,112
"Staunton-Waynesboro, VA",2010,118502,-0.0767,-91,299,353,11,-144
"Staunton-Waynesboro, VA",2011,118775,0.2304,273,1235,1171,59,335
"Staunton-Waynesboro, VA",2012,118452,-0.2719,-323,1276,1262,65,-397
"Staunton-Waynesboro, VA",2013,119137,0.5783,685,1203,1303,83,705
"Staunton-Waynesboro, VA",2014,119454,0.2661,317,1282,1334,91,292
"Staunton-Waynesboro, VA",2015,119995,0.4529,541,1288,1395,98,555
"Staunton-Waynesboro, VA",2016,120833,0.6984,838,1439,1289,97,595
"Staunton-Waynesboro, VA",2017,121999,0.965,1166,1405,1286,97,948
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Stockton-Lodi, CA",1970,291073,null,null,null,null,null,null
"Stockton-Lodi, CA",1971,296200,1.7614,5127,null,null,null,null
"Stockton-Lodi, CA",1972,300200,1.3504,4000,null,null,null,null
"Stockton-Lodi, CA",1973,303900,1.2325,3700,null,null,null,null
"Stockton-Lodi, CA",1974,306700,0.9214,2800,null,null,null,null
"Stockton-Lodi, CA",1975,309800,1.0108,3100,null,null,null,null
"Stockton-Lodi, CA",1976,317700,2.55,7900,null,null,null,null
"Stockton-Lodi, CA",1977,320800,0.9758,3100,null,null,null,null
"Stockton-Lodi, CA",1978,332700,3.7095,11900,null,null,null,null
"Stockton-Lodi, CA",1979,338400,1.7133,5700,null,null,null,null
"Stockton-Lodi, CA",1980,347342,2.6424,8942,null,null,null,null
"Stockton-Lodi, CA",1981,361462,4.0652,14120,null,null,null,null
"Stockton-Lodi, CA",1982,373479,3.3246,12017,6934,3174,null,null
"Stockton-Lodi, CA",1983,385721,3.2778,12242,7235,3251,null,null
"Stockton-Lodi, CA",1984,398731,3.3729,13010,7484,3275,null,null
"Stockton-Lodi, CA",1985,416042,4.3415,17311,7791,3446,null,null
"Stockton-Lodi, CA",1986,430786,3.5439,14744,8185,3526,null,null
"Stockton-Lodi, CA",1987,445726,3.4681,14940,8580,3596,null,null
"Stockton-Lodi, CA",1988,457138,2.5603,11412,8879,3754,null,null
"Stockton-Lodi, CA",1989,466863,2.1274,9725,9102,3766,null,null
"Stockton-Lodi, CA",1990,480628,2.9484,13765,6923,2796,null,null
"Stockton-Lodi, CA",1991,492694,2.5105,12066,9852,3875,null,null
"Stockton-Lodi, CA",1992,500278,1.5393,7584,9872,3969,2664,657
"Stockton-Lodi, CA",1993,506385,1.2207,6107,9371,3844,2630,-1538
"Stockton-Lodi, CA",1994,512212,1.1507,5827,9365,3902,2781,-1169
"Stockton-Lodi, CA",1995,517923,1.115,5711,9219,3947,2793,-1020
"Stockton-Lodi, CA",1996,524657,1.3002,6734,8951,4029,3022,175
"Stockton-Lodi, CA",1997,531908,1.382,7251,8665,4022,3264,606
"Stockton-Lodi, CA",1998,540257,1.5696,8349,8650,4073,2880,2317
"Stockton-Lodi, CA",1999,552424,2.2521,12167,8512,4066,2696,6316
"Stockton-Lodi, CA",2000,563598,2.0227,11174,null,null,null,null
"Stockton-Lodi, CA",2001,591207,4.8987,27609,9840,4431,3089,14832
"Stockton-Lodi, CA",2002,609041,3.0165,17834,10141,4532,2879,9243
"Stockton-Lodi, CA",2003,626778,2.9123,17737,10204,4687,2463,9159
"Stockton-Lodi, CA",2004,642898,2.5719,16120,10648,4436,2227,8016
"Stockton-Lodi, CA",2005,656985,2.1912,14087,11231,4645,2321,5247
"Stockton-Lodi, CA",2006,662812,0.8869,5827,11754,4860,2309,-3258
"Stockton-Lodi, CA",2007,668080,0.7948,5268,11831,4518,2092,-4003
"Stockton-Lodi, CA",2008,671692,0.5407,3612,11322,4564,2017,-5282
"Stockton-Lodi, CA",2009,677736,0.8998,6044,11354,4716,1999,-2475
"Stockton-Lodi, CA",2010,685306,1.117,7570,2547,1092,264,330
"Stockton-Lodi, CA",2011,695071,1.4249,9765,10549,4757,1424,661
"Stockton-Lodi, CA",2012,700958,0.847,5887,10083,4977,1221,-372
"Stockton-Lodi, CA",2013,703747,0.3979,2789,10049,4974,1375,-3684
"Stockton-Lodi, CA",2014,713452,1.379,9705,9921,5401,1618,3630
"Stockton-Lodi, CA",2015,723846,1.4569,10394,9985,5721,1893,4284
"Stockton-Lodi, CA",2016,734294,1.4434,10448,10076,5541,1922,4001
"Stockton-Lodi, CA",2017,745424,1.5157,11130,10019,5409,1902,4646
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Sumter, SC",1970,79425,null,null,null,null,null,null
"Sumter, SC",1971,81900,3.1161,2475,null,null,null,null
"Sumter, SC",1972,84300,2.9304,2400,null,null,null,null
"Sumter, SC",1973,83200,-1.3049,-1100,null,null,null,null
"Sumter, SC",1974,83300,0.1202,100,null,null,null,null
"Sumter, SC",1975,85400,2.521,2100,null,null,null,null
"Sumter, SC",1976,85200,-0.2342,-200,null,null,null,null
"Sumter, SC",1977,86600,1.6432,1400,null,null,null,null
"Sumter, SC",1978,86800,0.2309,200,null,null,null,null
"Sumter, SC",1979,87600,0.9217,800,null,null,null,null
"Sumter, SC",1980,88243,0.734,643,null,null,null,null
"Sumter, SC",1981,90420,2.4671,2177,null,null,null,null
"Sumter, SC",1982,91845,1.576,1425,1756,662,null,null
"Sumter, SC",1983,92663,0.8906,818,1753,671,null,null
"Sumter, SC",1984,94657,2.1519,1994,1762,670,null,null
"Sumter, SC",1985,96362,1.8012,1705,1737,691,null,null
"Sumter, SC",1986,98084,1.787,1722,1750,748,null,null
"Sumter, SC",1987,99420,1.3621,1336,1775,757,null,null
"Sumter, SC",1988,99777,0.3591,357,1774,754,null,null
"Sumter, SC",1989,101933,2.1608,2156,1861,802,null,null
"Sumter, SC",1990,101276,-0.6445,-657,1441,640,null,null
"Sumter, SC",1991,102630,1.3369,1354,1828,760,null,null
"Sumter, SC",1992,103179,0.5349,549,1810,822,41,-1300
"Sumter, SC",1993,105224,1.982,2045,1632,781,34,697
"Sumter, SC",1994,105542,0.3022,318,1693,767,34,-899
"Sumter, SC",1995,105852,0.2937,310,1641,878,40,-512
"Sumter, SC",1996,105938,0.0812,86,1591,916,37,-397
"Sumter, SC",1997,105475,-0.437,-463,1658,797,51,-1396
"Sumter, SC",1998,105468,-0.0066,-7,1674,868,29,-698
"Sumter, SC",1999,104827,-0.6078,-641,1727,819,7,-806
"Sumter, SC",2000,104646,-0.1727,-181,null,null,null,null
"Sumter, SC",2001,104629,-0.0162,-17,1775,913,42,-1246
"Sumter, SC",2002,105380,0.7178,751,1601,903,-127,199
"Sumter, SC",2003,105112,-0.2543,-268,1609,947,-553,40
"Sumter, SC",2004,106099,0.939,987,1658,958,371,-625
"Sumter, SC",2005,106082,-0.016,-17,1647,949,94,-1049
"Sumter, SC",2006,105953,-0.1216,-129,1696,936,240,-1524
"Sumter, SC",2007,106014,0.0576,61,1753,1045,41,-813
"Sumter, SC",2008,106463,0.4235,449,1596,952,120,-673
"Sumter, SC",2009,107004,0.5082,541,1589,1005,97,-484
"Sumter, SC",2010,107456,0.4224,452,365,192,61,-105
"Sumter, SC",2011,107291,-0.1536,-165,1515,1055,102,-863
"Sumter, SC",2012,107908,0.5751,617,1569,979,233,-189
"Sumter, SC",2013,107784,-0.1149,-124,1521,1046,139,-735
"Sumter, SC",2014,107702,-0.0761,-82,1507,1025,141,-708
"Sumter, SC",2015,107276,-0.3955,-426,1496,1155,185,-958
"Sumter, SC",2016,107287,0.0103,11,1437,1083,133,-475
"Sumter, SC",2017,106847,-0.4101,-440,1446,1055,114,-943
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Syracuse, NY",1970,636596,null,null,null,null,null,null
"Syracuse, NY",1971,640000,0.5347,3404,null,null,null,null
"Syracuse, NY",1972,641900,0.2969,1900,null,null,null,null
"Syracuse, NY",1973,642500,0.0935,600,null,null,null,null
"Syracuse, NY",1974,643000,0.0778,500,null,null,null,null
"Syracuse, NY",1975,646100,0.4821,3100,null,null,null,null
"Syracuse, NY",1976,647500,0.2167,1400,null,null,null,null
"Syracuse, NY",1977,647200,-0.0463,-300,null,null,null,null
"Syracuse, NY",1978,646800,-0.0618,-400,null,null,null,null
"Syracuse, NY",1979,644700,-0.3247,-2100,null,null,null,null
"Syracuse, NY",1980,642971,-0.2682,-1729,null,null,null,null
"Syracuse, NY",1981,640720,-0.3501,-2251,null,null,null,null
"Syracuse, NY",1982,640442,-0.0434,-278,9506,5550,null,null
"Syracuse, NY",1983,642984,0.3969,2542,9691,5471,null,null
"Syracuse, NY",1984,646469,0.542,3485,9810,5492,null,null
"Syracuse, NY",1985,650383,0.6054,3914,10017,5519,null,null
"Syracuse, NY",1986,648635,-0.2688,-1748,10060,5600,null,null
"Syracuse, NY",1987,646725,-0.2945,-1910,9966,5676,null,null
"Syracuse, NY",1988,649352,0.4062,2627,9965,5653,null,null
"Syracuse, NY",1989,654842,0.8455,5490,10219,5513,null,null
"Syracuse, NY",1990,659924,0.7761,5082,7829,4062,null,null
"Syracuse, NY",1991,665618,0.8628,5694,10541,5590,null,null
"Syracuse, NY",1992,668488,0.4312,2870,10266,5380,850,-2519
"Syracuse, NY",1993,670309,0.2724,1821,9814,5585,924,-2973
"Syracuse, NY",1994,667499,-0.4192,-2810,9767,5898,707,-6948
"Syracuse, NY",1995,664389,-0.4659,-3110,9288,5851,656,-6938
"Syracuse, NY",1996,660384,-0.6028,-4005,8703,5773,558,-7212
"Syracuse, NY",1997,655229,-0.7806,-5155,8425,5604,578,-8431
"Syracuse, NY",1998,651499,-0.5693,-3730,8201,5495,532,-6794
"Syracuse, NY",1999,650297,-0.1845,-1202,8250,5311,604,-4909
"Syracuse, NY",2000,650154,-0.022,-143,null,null,null,null
"Syracuse, NY",2001,650697,0.0835,543,8089,5666,1166,-3829
"Syracuse, NY",2002,652241,0.2373,1544,7817,5696,1037,-2655
"Syracuse, NY",2003,655091,0.437,2850,7726,5709,828,-1135
"Syracuse, NY",2004,656149,0.1615,1058,7752,5675,819,-2929
"Syracuse, NY",2005,655021,-0.1719,-1128,7650,5687,772,-5082
"Syracuse, NY",2006,655321,0.0458,300,7398,5522,845,-3535
"Syracuse, NY",2007,656209,0.1355,888,7746,5674,744,-3148
"Syracuse, NY",2008,658913,0.4121,2704,7688,5542,747,-2251
"Syracuse, NY",2009,660857,0.295,1944,7808,5624,732,-1730
"Syracuse, NY",2010,662577,0.2603,1720,1889,1263,340,-383
"Syracuse, NY",2011,662770,0.0291,193,7322,5850,1682,-3557
"Syracuse, NY",2012,661548,-0.1844,-1222,7487,5734,1809,-4823
"Syracuse, NY",2013,662958,0.2131,1410,7378,5858,1924,-1994
"Syracuse, NY",2014,661725,-0.186,-1233,7135,5913,2091,-4573
"Syracuse, NY",2015,659850,-0.2834,-1875,7231,6170,2210,-5167
"Syracuse, NY",2016,656931,-0.4424,-2919,7053,5902,2237,-6312
"Syracuse, NY",2017,654841,-0.3181,-2090,6940,5845,2223,-5424
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Tallahassee, FL",1970,157317,null,null,null,null,null,null
"Tallahassee, FL",1971,165000,4.8838,7683,null,null,null,null
"Tallahassee, FL",1972,173600,5.2121,8600,null,null,null,null
"Tallahassee, FL",1973,181300,4.4355,7700,null,null,null,null
"Tallahassee, FL",1974,189300,4.4126,8000,null,null,null,null
"Tallahassee, FL",1975,187000,-1.215,-2300,null,null,null,null
"Tallahassee, FL",1976,189500,1.3369,2500,null,null,null,null
"Tallahassee, FL",1977,194800,2.7968,5300,null,null,null,null
"Tallahassee, FL",1978,200100,2.7207,5300,null,null,null,null
"Tallahassee, FL",1979,204100,1.999,4000,null,null,null,null
"Tallahassee, FL",1980,211919,3.831,7819,null,null,null,null
"Tallahassee, FL",1981,217765,2.7586,5846,null,null,null,null
"Tallahassee, FL",1982,221584,1.7537,3819,3460,1397,null,null
"Tallahassee, FL",1983,225185,1.6251,3601,3538,1431,null,null
"Tallahassee, FL",1984,229399,1.8714,4214,3492,1494,null,null
"Tallahassee, FL",1985,233106,1.616,3707,3482,1534,null,null
"Tallahassee, FL",1986,235840,1.1729,2734,3542,1547,null,null
"Tallahassee, FL",1987,241026,2.1989,5186,3571,1621,null,null
"Tallahassee, FL",1988,246756,2.3773,5730,3619,1696,null,null
"Tallahassee, FL",1989,253724,2.8238,6968,3790,1715,null,null
"Tallahassee, FL",1990,259107,2.1216,5383,2937,1286,null,null
"Tallahassee, FL",1991,271509,4.7864,12402,4029,1744,null,null
"Tallahassee, FL",1992,276025,1.6633,4516,3876,1797,289,-149
"Tallahassee, FL",1993,284421,3.0418,8396,3939,1895,256,3716
"Tallahassee, FL",1994,292713,2.9154,8292,3879,1928,277,3545
"Tallahassee, FL",1995,298563,1.9985,5850,3778,1985,265,1268
"Tallahassee, FL",1996,302943,1.467,4380,3816,2051,313,-137
"Tallahassee, FL",1997,308414,1.806,5471,3817,2076,266,483
"Tallahassee, FL",1998,312685,1.3848,4271,3958,2087,266,-1028
"Tallahassee, FL",1999,316825,1.324,4140,3911,2194,292,-646
"Tallahassee, FL",2000,320304,1.0981,3479,null,null,null,null
"Tallahassee, FL",2001,324386,1.2744,4082,4148,2278,690,349
"Tallahassee, FL",2002,327940,1.0956,3554,3997,2394,659,1112
"Tallahassee, FL",2003,334289,1.936,6349,4202,2395,582,3273
"Tallahassee, FL",2004,339179,1.4628,4890,4262,2278,602,2070
"Tallahassee, FL",2005,344257,1.4971,5078,4266,2328,636,2439
"Tallahassee, FL",2006,350580,1.8367,6323,4391,2364,662,3421
"Tallahassee, FL",2007,357357,1.9331,6777,4597,2310,603,3306
"Tallahassee, FL",2008,361238,1.086,3881,4530,2398,582,932
"Tallahassee, FL",2009,364690,0.9556,3452,4611,2492,579,136
"Tallahassee, FL",2010,367413,0.7467,2723,1008,509,155,-56
"Tallahassee, FL",2011,371194,1.0291,3781,4111,2502,693,-433
"Tallahassee, FL",2012,375272,1.0986,4078,4002,2517,743,1709
"Tallahassee, FL",2013,373212,-0.5489,-2060,4014,2779,712,-4104
"Tallahassee, FL",2014,375532,0.6216,2320,4029,2547,831,62
"Tallahassee, FL",2015,377947,0.6431,2415,4111,2699,901,146
"Tallahassee, FL",2016,379047,0.291,1100,4045,2740,928,-1140
"Tallahassee, FL",2017,382627,0.9445,3580,4003,2756,923,1413
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Tampa-St. Petersburg-Clearwater, FL",1970,1105553,null,null,null,null,null,null
"Tampa-St. Petersburg-Clearwater, FL",1971,1180700,6.7972,75147,null,null,null,null
"Tampa-St. Petersburg-Clearwater, FL",1972,1252000,6.0388,71300,null,null,null,null
"Tampa-St. Petersburg-Clearwater, FL",1973,1333500,6.5096,81500,null,null,null,null
"Tampa-St. Petersburg-Clearwater, FL",1974,1394500,4.5744,61000,null,null,null,null
"Tampa-St. Petersburg-Clearwater, FL",1975,1425900,2.2517,31400,null,null,null,null
"Tampa-St. Petersburg-Clearwater, FL",1976,1452400,1.8585,26500,null,null,null,null
"Tampa-St. Petersburg-Clearwater, FL",1977,1478200,1.7764,25800,null,null,null,null
"Tampa-St. Petersburg-Clearwater, FL",1978,1517800,2.6789,39600,null,null,null,null
"Tampa-St. Petersburg-Clearwater, FL",1979,1573300,3.6566,55500,null,null,null,null
"Tampa-St. Petersburg-Clearwater, FL",1980,1613600,2.5615,40300,null,null,null,null
"Tampa-St. Petersburg-Clearwater, FL",1981,1677405,3.9542,63805,null,null,null,null
"Tampa-St. Petersburg-Clearwater, FL",1982,1722726,2.7019,45321,20427,21300,null,null
"Tampa-St. Petersburg-Clearwater, FL",1983,1774374,2.998,51648,21311,21877,null,null
"Tampa-St. Petersburg-Clearwater, FL",1984,1825777,2.897,51403,22234,22563,null,null
"Tampa-St. Petersburg-Clearwater, FL",1985,1877018,2.8065,51241,23502,23096,null,null
"Tampa-St. Petersburg-Clearwater, FL",1986,1923591,2.4812,46573,24403,23778,null,null
"Tampa-St. Petersburg-Clearwater, FL",1987,1967197,2.2669,43606,25069,24167,null,null
"Tampa-St. Petersburg-Clearwater, FL",1988,2005545,1.9494,38348,26379,24687,null,null
"Tampa-St. Petersburg-Clearwater, FL",1989,2039321,1.6841,33776,27620,24759,null,null
"Tampa-St. Petersburg-Clearwater, FL",1990,2067959,1.4043,28638,21038,18387,null,null
"Tampa-St. Petersburg-Clearwater, FL",1991,2110974,2.0801,43015,28611,24846,null,null
"Tampa-St. Petersburg-Clearwater, FL",1992,2135204,1.1478,24230,27585,25704,3991,9407
"Tampa-St. Petersburg-Clearwater, FL",1993,2163912,1.3445,28708,27687,26236,4106,13942
"Tampa-St. Petersburg-Clearwater, FL",1994,2194294,1.404,30382,27552,27017,3937,17284
"Tampa-St. Petersburg-Clearwater, FL",1995,2226036,1.4466,31742,27065,27024,5131,16679
"Tampa-St. Petersburg-Clearwater, FL",1996,2256460,1.3667,30424,27054,27638,5209,16078
"Tampa-St. Petersburg-Clearwater, FL",1997,2297251,1.8077,40791,27470,26849,5979,23132
"Tampa-St. Petersburg-Clearwater, FL",1998,2336822,1.7225,39571,27859,27837,5373,23986
"Tampa-St. Petersburg-Clearwater, FL",1999,2369105,1.3815,32283,27917,28168,5493,18830
"Tampa-St. Petersburg-Clearwater, FL",2000,2395997,1.1351,26892,null,null,null,null
"Tampa-St. Petersburg-Clearwater, FL",2001,2444015,2.0041,48018,29405,29186,9065,30489
"Tampa-St. Petersburg-Clearwater, FL",2002,2487445,1.777,43430,29175,29167,8540,34342
"Tampa-St. Petersburg-Clearwater, FL",2003,2529652,1.6968,42207,29495,28438,7117,32223
"Tampa-St. Petersburg-Clearwater, FL",2004,2587771,2.2975,58119,30544,28977,7967,49309
"Tampa-St. Petersburg-Clearwater, FL",2005,2651580,2.4658,63809,31603,28396,8103,51985
"Tampa-St. Petersburg-Clearwater, FL",2006,2699935,1.8236,48355,32782,28764,9234,34561
"Tampa-St. Petersburg-Clearwater, FL",2007,2726780,0.9943,26845,34710,28135,7997,12136
"Tampa-St. Petersburg-Clearwater, FL",2008,2746981,0.7408,20201,34045,28175,8105,4942
"Tampa-St. Petersburg-Clearwater, FL",2009,2763937,0.6173,16956,33563,28748,8045,4663
"Tampa-St. Petersburg-Clearwater, FL",2010,2783243,0.6985,19306,7169,6686,2130,2531
"Tampa-St. Petersburg-Clearwater, FL",2011,2829142,1.6491,45899,31328,28535,9968,27206
"Tampa-St. Petersburg-Clearwater, FL",2012,2847187,0.6378,18045,30859,28180,10601,4791
"Tampa-St. Petersburg-Clearwater, FL",2013,2872530,0.8901,25343,31055,29664,10368,13471
"Tampa-St. Petersburg-Clearwater, FL",2014,2916839,1.5425,44309,31776,28978,12439,28708
"Tampa-St. Petersburg-Clearwater, FL",2015,2973756,1.9513,56917,32409,30720,13534,41243
"Tampa-St. Petersburg-Clearwater, FL",2016,3036525,2.1108,62769,32720,31728,13823,47923
